CrashReportId,ReportNumber,CrashDate,CrashTime,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberOfLanes,Latitude,Longitude,CountPedestrian,CountBicycle,Scooter,Wheel Chair,NumberofVehicles
922465,2025-00019530,20-Mar-25,15:52,Other,MEETING ST,THAYER ST ,Cory Nicholls,609,20-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,3,0,Unknown,,41.82918,-71.40061,,,,,2
922496,2025-00019747,21-Mar-25,14:33,Pedestrian,BRANCH AVE,DRYDEN LN ,Raymond Criner,340,21-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,5,1,Complains Of Pain,,41.84308,-71.40852,1,,,,1
922514,2025-00019951,22-Mar-25,11:01,Pedestrian,997 BRANCH AVE,,Joshua Cascione,225,22-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,2,Complains Of Pain,,,,1,,,,1
922552,2025-00020302,23-Mar-25,13:27,Other,ANGELL ST,ARLINGTON AVE ,Ptlm. Castagliuolo,351,23-Mar-25,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Non-Incapacitating,,41.82937,-71.39217,,1,,,1
922568,2025-00020349,23-Mar-25,17:37,Pedestrian,smith st,GENTIAN AVE ,Tyler Calandra,418,23-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.84602,-71.45171,1,,,,1
922664,2025-00021020,26-Mar-25,15:13,Other,N MAIN ST,9TH ST ,Ruben Morales,685,26-Mar-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.85506,-71.4002,,,,,2
922688,2025-00021065,26-Mar-25,17:13,Other,BROOK ST,MEETING ST ,Ruben Morales,685,27-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.82911,-71.39958,,,,,2
922689,2025-00021285,27-Mar-25,15:07,Other,PRAIRIE AVE,SOMERSET ST ,Ruben Morales,685,27-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",Pavement Markings,3,0,No Injury,,41.81085,-71.41549,,,,,2
922690,2025-00021282,27-Mar-25,15:06,Bicycle,MITCHELL ST,NIAGARA ST ,Raymond Criner,340,27-Mar-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,,41.80165,-71.41844,,1,,,1
922796,2025-00022391,31-Mar-25,19:58,Other,BUCKLIN ST,RUTLAND ST ,Lane,109,31-Mar-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,No,Stop Signs,4,1,Non-Incapacitating,,41.79856,-71.42759,,1,,,1
922822,2025-00022602,1-Apr-25,15:12,Pedestrian,BRANCH AVE,OPPER ST ,Raymond Criner,340,1-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Complains Of Pain,,41.85173,-71.42337,1,,,,1
923005,2025-00024218,4-Apr-25,16:20,Other,ELMWOOD AVE,ELMWOOD AVE ,Jason Clancy,999,7-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Unknown,12,0,Unknown,,41.80999,-71.42398,,1,,,1
923971,2025-00023476,4-Apr-25,15:16,Pedestrian,ADELAIDE AVE/ ELMWOOD AVE,ADELAIDE AVE ,Andrew Mitura,605,5-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.79586,-71.4251,1,,X,,1
922955,2025-00023759,5-Apr-25,12:35,Other,Cranston Street,MESSER ST ,Manuel Vlaun,551,5-Apr-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Rear End(Front-to-Rear),No,No Controls,5,0,No Injury,,41.80962,-71.43346,,,,,2
922960,2025-00023814,5-Apr-25,17:05,Pedestrian,RESERVOIR AVE,ADELAIDE AVE ,Matthew Carlone,602,5-Apr-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,,41.79553,-71.42623,1,,,,1
923015,2025-00024037,6-Apr-25,12:00,Pedestrian,FRANCIS ST,AMERICAN EXPRESS PLZ ,Jason Clancy,999,7-Apr-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Unknown,No,Unknown,3,0,No Injury,,41.8272,-71.41544,1,,,,1
923024,2025-00024367,7-Apr-25,20:29,Pedestrian,ANGELL ST,BROOK ST ,Lane,109,7-Apr-25,"Two-Way , Not Divided",Wet,Dark - Not Lighted,Rain,Other,No,Traffic Control Signal,4,1,Complains Of Pain,,41.82821,-71.39947,1,,,,1
923092,2025-00024898,7-Apr-25,22:00,Other,DODGE ST,LESTER ST ,Colby Berciano,671,9-Apr-25,One-Way Trafficway,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.81394,-71.42511,,,,,2
923320,2025-00026746,9-Apr-25,18:00,Pedestrian,BRANCH AVE,W RIVER ST ,Jason Clancy,999,16-Apr-25,"Two-Way , Not Divided",Dry,Dark - Unknown Lighting,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,,41.84686,-71.41262,1,,,,1
923100,2025-00025010,10-Apr-25,8:02,Pedestrian,TERRACE AVE,PROGRESS AVE ,Raleek Byfield,375,10-Apr-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Other,3,1,Complains Of Pain,,41.80789,-71.45168,1,,,,1
923114,2025-00025097,10-Apr-25,14:23,Other,BRANCH AVE,WILD ST ,Tyler Calandra,418,10-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,,41.85505,-71.43792,,1,,,1
923135,2025-00025109,10-Apr-25,12:50,Pedestrian,EDDY ST,,Jason Clancy,999,11-Apr-25,Unknown,Dry,Daylight,Clear,Other,No,Unknown,2,0,Unknown,,,,1,,,,1
923202,2025-00025848,13-Apr-25,2:26,Other,BLUNDELL ST,THURBERS AVE ,Hannabeth Mendez,675,13-Apr-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.80001,-71.40492,,,,,2
923241,2025-00026095,14-Apr-25,8:39,Other,WESTMINSTER ST,DORRANCE ST ,Ptlm. Castagliuolo,351,14-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Other,4,0,No Injury,,41.82361,-71.41167,,,,,2
923242,2025-00026082,14-Apr-25,7:42,Bicycle,PLAINFIELD ST,RT 6 EXIT,Ptlm. Castagliuolo,351,14-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81478,-71.44659,,1,,,1
923262,2025-00026193,14-Apr-25,14:58,Pedestrian,CHALKSTONE AVE,OAKLAND AVE ,Raymond Criner,340,14-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,4,1,Complains Of Pain,,41.83419,-71.43024,1,,,,1
925204,2025-00044958,14-Apr-25,23:19,Other,262 WARRINGTON ST,ELMWOOD AVE ,Lawrence TyHanson,684,15-Jun-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.79369,-71.42242,,,,,2
923283,2025-00026476,15-Apr-25,14:32,Pedestrian,EDDY ST,TORONTO AVE ,Andrew Brodeur,158,15-Apr-25,"Two-Way , Not Divided",Wet,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,1,Complains Of Pain,2,41.79152,-71.40348,1,,X,,1
923293,2025-00026529,15-Apr-25,17:48,Bicycle,GLENBRIDGE AVE,MATTIE ST ,Alexander Frias,669,15-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.8216,-71.4608,,,,,2
923332,2025-00026758,15-Apr-25,13:43,Pedestrian,AMSTERDAM ST,HANNAH ST,J. Clancy,999,17-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,4,1,Complains Of Pain,,41.82437,-71.44874,1,,,,1
923309,2025-00026690,16-Apr-25,10:20,Pedestrian,SMITH STREET ,ACADEMY AVENUE ,Giuseppe Scarcello,485,16-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.82269,-71.46671,1,,,,1
923362,2025-00027323,18-Apr-25,18:09,Pedestrian,ATWELLS AVE,NEWTON ST ,Raymond Criner,340,18-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.82327,-71.42229,1,,,,1
923384,2025-00027527,19-Apr-25,13:30,Pedestrian,N MAIN ST,DOYLE AVE ,Joshua Cascione,225,19-Apr-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,6,1,Complains Of Pain,,41.8385,-71.4092,1,,,,2
923385,2025-00027538,19-Apr-25,14:26,Other,FRANCIS ST,GASPEE ST ,Ptlw. Martinez,146,19-Apr-25,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",Traffic Control Signal,2,0,Unknown,,41.82916,-71.41506,,,,,1
923396,2025-00027583,19-Apr-25,17:47,Bicycle,VALLEY ST,DEAN ST ,Raymond Criner,340,19-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,5,0,No Injury,,41.83139,-71.42848,,1,,,1
923426,2025-00027916,20-Apr-25,14:54,Pedestrian,W FOUNTAIN ST,DEAN ST ,Lane,109,20-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.81943,-71.42098,1,,,,1
923432,2025-00027745,20-Apr-25,17:21,Other,PROVIDENCE ST,LOCKWOOD ST ,Pedro Saravia,611,20-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,1,Complains Of Pain,,41.81294,-71.41599,,1,,,1
923442,2025-00027987,20-Apr-25,20:39,Pedestrian,CHALKSTONE AVE,BERLIN ST ,Raymond Criner,340,20-Apr-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,1,1,Complains Of Pain,,41.83229,-71.44199,1,,,,1
923444,2025-00028036,21-Apr-25,4:51,Other,328 Pocasset Avenue,ALTO ST ,Ryan Whittemore,655,21-Apr-25,Unknown,Dry,Dark - Not Lighted,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.80578,-71.45756,,,,,2
923460,2025-00028067,21-Apr-25,9:20,Other,ETHAN ST,SOPHIA ST ,Ajay Subramaniam,569,21-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",Stop Signs,3,1,Complains Of Pain,,41.80882,-71.45823,,,,,2
923590,2025-00028169,21-Apr-25,15:34,Other,BLACKSTONE ST,GAY ST ,Ruben Morales,685,25-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,,41.80937,-71.41265,,,,,2
924034,2025-00032937,22-Apr-25,19:30,Pedestrian,DABOLL ST,DEXTER ST ,Quincy Griffin,970,7-May-25,"Two-Way , Not Divided",Dry,Dusk,Clear,Other,No,No Controls,2,1,Complains Of Pain,,41.80404,-71.43011,1,,,,1
923613,2025-00028661,23-Apr-25,10:35,Other,CHAPMAN ST,VIRGINIA AVE ,Ptlm. Castagliuolo,351,23-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,,41.79267,-71.40049,,1,,,1
923545,2025-00028960,24-Apr-25,8:20,Bicycle,60 VALLEY ST,SCHOOL ST ,Raleek Byfield,375,24-Apr-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,,41.81896,-71.44059,,1,,,1
923551,2025-00029024,24-Apr-25,12:13,Pedestrian,SHIPYARD ST,ERNEST ST ,Matthew Carlone,602,24-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,No,No Controls,3,1,Complains Of Pain,,41.79151,-71.39129,1,,,,1
923568,2025-00029176,24-Apr-25,20:28,Pedestrian,UNION AVE,WAVERLY ST ,Lane,109,24-Apr-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,No,No Controls,4,2,Complains Of Pain,,41.8095,-71.43755,1,,,,3
923692,2025-00029148,24-Apr-25,18:30,Other,DE SOTO ST,GROVE ST ,Peyton Ginolfi,657,28-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.8203,-71.43908,,,,,2
923727,2025-00029029,24-Apr-25,12:31,Other,Cranston st,Huntington Ave,Quinilla,572,29-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,,,,,,2
923584,2025-00029310,25-Apr-25,9:47,Pedestrian,AUTUMN ST,EDDY ST ,Matthew Sheridan,229,25-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.80098,-71.4061,1,,,,1
923600,2025-00029531,25-Apr-25,22:11,Bicycle,PINE ST,CHESTNUT ST ,Ralph Abenante,511,25-Apr-25,One-Way Trafficway,Dry,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,,41.81944,-71.41294,,1,,,1
923635,2025-00029842,27-Apr-25,0:36,Other,S WATER ST / PIKE ST,,Gabrielle O'Loughlin,680,27-Apr-25,One-Way Trafficway,Dry,Dark - Lighted,Cloudy,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,,41.81787,-71.40097,,,,,2
923652,2025-00029957,27-Apr-25,13:23,Pedestrian,1 BODELL AVE,ETNA ST ,Joshua Cascione,225,27-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.81661,-71.45223,1,,,,1
923653,2025-00029926,27-Apr-25,9:05,Other,Roosevelt St,WEBSTER AVE ,Ajay Subramaniam,569,27-Apr-25,"Two-Way , Not Divided",Unknown,Unknown,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.81141,-71.44906,,,,,2
923659,2025-00030027,27-Apr-25,19:11,Bicycle,BLACKSTONE BLVD,LAUREL AVE ,Kelsey Woodbine,633,27-Apr-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dawn,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Other,1,1,Complains Of Pain,,41.83811,-71.3854,,1,,,1
923753,2025-00030676,30-Apr-25,8:54,Bicycle,BROADWAY,ATWELLS AVE ,Raleek Byfield,375,30-Apr-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Unknown,"Yes, Driver Left Scene",Pavement Markings,3,1,Non-Incapacitating,,41.8225,-71.41819,,1,,,1
923771,2025-00030798,30-Apr-25,16:50,Pedestrian,NARRAGANSETT AVE,ROGER WILLIAMS AVE ,Tyler Calandra,418,30-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,3,Complains Of Pain,,41.78883,-71.42363,1,,,,2
923773,2025-00030834,30-Apr-25,19:01,Pedestrian,PUBLIC ST,EDDY ST ,Erik Lane,109,30-Apr-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.80731,-71.40725,1,,,,1
923796,2025-00030797,30-Apr-25,16:12,Pedestrian,WASHINGTON ST,EMPIRE ST ,Cassidy Simanski,132,1-May-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,0,No Injury,,41.82182,-71.41645,1,,,,1
923785,2025-00030923,1-May-25,0:09,Pedestrian,DOUGLAS AVE,CHALKSTONE AVE ,Erik Lane,109,1-May-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,,41.83636,-71.42038,1,,,,1
923787,2025-00030964,1-May-25,7:46,Other,ROCHAMBEAU AVE,BLACKSTONE BLVD ,Raleek Byfield,375,1-May-25,"Two-Way, Divided, Positive Median Barrier",Dry,Dawn,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.84556,-71.38674,,1,,,1
923833,2025-00031327,2-May-25,10:59,Other,ZONE ST,CHALKSTONE AVE ,Ptlm. Castagliuolo,351,2-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.83475,-71.42755,,1,,,1
924016,2025-00031512,2-May-25,20:56,Other,HAMILTON ST,LAURA ST ,Ruben Morales,685,6-May-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,,41.80115,-71.42223,,,,,2
923912,2025-00032120,4-May-25,15:54,Other,S WATER ST,POINT ST ,Tyler Calandra,418,4-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,,41.81864,-71.4017,,1,,,1
923920,2025-00032131,4-May-25,16:26,Bicycle,WARRINGTON ST,EMERSON ST ,Jose Cortorreal,604,4-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.79667,-71.41277,,1,,,1
923991,2025-00032610,6-May-25,9:38,Other,DEAN ST,WEST ST,John Palmer,101,6-May-25,Unknown,Wet,Daylight,Cloudy,Rear - to - Side,No,No Controls,3,0,No Injury,,,,,,,,2
924040,2025-00032915,7-May-25,11:46,Other,WOOD STREET,PARADE ST ,Hildenise Espanol,137,7-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, Driver Left Scene",No Controls,3,0,No Injury,,41.81267,-71.43242,,,,,2
924078,2025-00033176,8-May-25,9:20,Other,BLACKSTONE BLVD,BLACKSTONE BLVD ,Yesenia Caba,549,8-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,,41.84622,-71.38677,,1,,,1
924097,2025-00000123,8-May-25,10:00,Other,DEAN ST,COTTAGE ST ,Carly Cabral,533,8-May-25,"Two-Way , Not Divided",Dry,Dawn,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,2,Incapacitating,,41.82008,-71.42146,,,,,1
924134,2025-00033561,9-May-25,15:01,Pedestrian,DORRANCE ST,WASHINGTON ST ,Raymond Criner,340,9-May-25,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,,41.82451,-71.41286,1,,,,1
924248,2025-00034456,9-May-25,0:15,Other,LASALLE SQ,,J. Clancy,999,13-May-25,Unknown,Dry,Dark - Unknown Lighting,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,4,0,No Injury,,,,,,,,2
924140,2025-00033668,10-May-25,0:08,Pedestrian,ATWELLS AVE,BROADWAY ,Lucas Ramalho,507,10-May-25,"Two-Way, Divided, Positive Median Barrier",Wet,Dark - Lighted,Rain,Rear End(Front-to-Rear),No,Traffic Control Signal,3,1,Non-Incapacitating,,41.82251,-71.41856,1,,,,1
924219,2025-00034143,10-May-25,15:00,Other,WASHINGTON ST,EMPIRE ST,J. Clancy,999,12-May-25,Unknown,Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,,,,,1,,,1
924168,2025-00034062,11-May-25,5:02,Pedestrian,350 POINT STREET,,Tyler Houlihan,617,11-May-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Incapacitating,,41.81668,-71.40954,1,,,,1
924224,2025-00034484,12-May-25,14:30,Pedestrian,Broad st,THURBERS AVE ,Matthew Sheridan,229,12-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,1,Complains Of Pain,,41.7982,-71.41467,1,,,,1
926305,2025-00057407,15-May-25,2:30,Pedestrian,W FRIENDSHIP ST,BROAD ST ,Jason Clancy,999,24-Jul-25,"Two-Way , Not Divided",Dry,Dark - Unknown Lighting,Clear,Other,"Yes, M/V and Driver Left Scene",Unknown,1,1,Incapacitating,,41.80977,-71.42101,1,,,,1
924359,2025-00035793,16-May-25,14:05,Pedestrian,DRYDEN LN,BRANCH AVE ,Ptlm. Castagliuolo,351,16-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,3,1,Non-Incapacitating,,41.84294,-71.40847,1,,,,1
924380,2025-00036078,17-May-25,2:00,Pedestrian,BROAD ST,BROAD ST ,Alexandra Dzialo,616,17-May-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Unknown,3,0,No Injury,,41.79187,-71.4068,1,,,,1
924405,2025-00036387,18-May-25,0:10,Other,EXCHANGE ST,MEMORIAL BLVD ,Patrolwoman Viera,678,18-May-25,"Two-Way, Not Divided With a Continuous Left Turn Lane",Wet,Dark - Unknown Lighting,Rain,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,0,No Injury,,41.82676,-71.41204,,,,,2
924425,2025-00036803,19-May-25,8:40,Bicycle,BUTLER AVE,S ANGELL ST ,Louis Gianfrancesco,350,19-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,41.82947,-71.38504,,1,,,1
924454,2025-00037103,20-May-25,3:49,Other,N MAIN ST,7TH ST ,Gabrielle O'Loughlin,680,20-May-25,Unknown,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Opposite Direction,"Yes, M/V and Driver Left Scene",No Controls,4,2,Complains Of Pain,,41.85349,-71.40093,,,,,2
924476,2025-00037314,20-May-25,19:37,Other,SOUTH ST,CHESTNUT ST ,Matthew Kelley,186,20-May-25,"Two-Way , Not Divided",Dry,Dusk,Cloudy,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,,41.81711,-71.40851,,,,,2
924479,2025-00037360,20-May-25,22:38,Other,ATWELLS AVE,DEAN ST ,Antonio Valdez,659,21-May-25,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Traffic Control Signal,2,0,No Injury,,41.82339,-71.4242,,,,,2
924581,2025-00037249,20-May-25,15:46,Other,SUMTER ST,NIAGARA ST ,Ruben Morales,685,24-May-25,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,4,4,Complains Of Pain,,41.7967,-71.41757,,,,,2
924560,2025-00038094,23-May-25,21:20,Pedestrian,THAYER ST,FONES ALY ,Ralph Abenante,511,23-May-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,,41.82768,-71.40059,1,,,,1
924561,2025-00038085,23-May-25,20:52,Pedestrian,DOUGLAS AVE,ADMIRAL ST ,Lucas Ramalho,507,23-May-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,,41.84607,-71.42902,1,,,,1
924562,2025-00038097,23-May-25,21:29,Pedestrian,EXCHANGE TER,EXCHANGE ST ,Lucas Ramalho,507,24-May-25,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Non-Incapacitating,,41.82611,-71.4116,1,,,,1
924571,2025-00038286,24-May-25,13:34,Other,33 King St.,,Damaris Sanchez,566,24-May-25,One-Way Trafficway,Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,No Controls,2,1,Complains Of Pain,,,,,,X,,2
924666,2025-00039379,27-May-25,20:29,Pedestrian,MANTON AVE,PELHAM ST ,Raymond Criner,340,27-May-25,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,3,1,Complains Of Pain,,41.82069,-71.44752,1,,,,2
924667,2025-00039375,27-May-25,20:10,Other,LEXINGTON AVE,HAMILTON ST ,Lane,109,27-May-25,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Other,3,1,Incapacitating,,41.79845,-71.42159,,,X,,1
