row_number	crash_date	crash_report_id	crash_time	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
349	2025-09-03	927586	16:16:00	Other	Friendship St	DORRANCE ST	2025-09-03	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82197	-71.40949	NA	NA	TRUE	FALSE	2	FALSE	FALSE	Friendship Street and Dorrance Street, Providence, RI, USA	FALSE	-71.409441	41.8220211	intersection	geometric_center	friendship st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8220211	-71.409441	6.991548591177013
350	2025-09-03	927588	15:28:00	Pedestrian	FLORENCE ST	AMHERST ST	2025-09-03	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.82327	-71.4457	1	NA	FALSE	FALSE	1	FALSE	FALSE	Florence Street and Amherst Street, Providence, RI, USA	FALSE	-71.44571359999999	41.8232858	intersection	geometric_center	florence st & amherst st, providence, ri 02909, usa	NA	NA	NA	NA	41.8232858	-71.44571359999999	2.0895886160328074
352	2025-09-05	927637	22:51:00	Pedestrian	LAUREL HILL AVE	PLAINFIELD ST	2025-09-05	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81314	-71.45538	1	NA	FALSE	FALSE	1	FALSE	FALSE	Laurel Hill Ave and Plainfield Street, Providence, RI, USA	FALSE	-71.4554551	41.8132343	intersection	geometric_center	laurel hill ave & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8132343	-71.4554551	12.207413268055559
353	2025-09-05	927700	22:12:00	Pedestrian	VALLEY ST	GENNARO PL	2025-09-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82178	-71.4401	1	NA	FALSE	FALSE	1	FALSE	FALSE	Valley Street and Gennaro Pl, Providence, RI, USA	FALSE	-71.44010229999999	41.8217937	intersection	geometric_center	valley st & gennaro pl, providence, ri 02909, usa	NA	NA	NA	NA	41.8217937	-71.44010229999999	1.5369663894573824
354	2025-09-05	927701	23:14:00	Pedestrian	PLAINFIELD ST	RALPH ST	2025-09-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81344	-71.45364	1	NA	FALSE	FALSE	1	FALSE	FALSE	Plainfield Street and Ralph Street, Providence, RI, USA	FALSE	-71.45351819999999	41.8134733	intersection	geometric_center	ralph st & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8134733	-71.45351819999999	10.764014292590948
356	2025-09-05	927726	14:30:00	Pedestrian	Broad St	Lockwood st	2025-09-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	2	Complains Of Pain	2	NA	NA	1	NA	TRUE	FALSE	1	FALSE	FALSE	Broad Street and Lockwood Street, Providence, RI, USA	FALSE	-71.4206052	41.8153888	intersection	geometric_center	lockwood st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8153888	-71.4206052	NA
357	2025-09-06	927710	11:46:00	Pedestrian	EMPIRE ST	BROADWAY	2025-09-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82298	-71.41741	1	NA	FALSE	FALSE	1	FALSE	FALSE	Empire Street and Broadway, Providence, RI, USA	FALSE	-71.4177469	41.82277	intersection	geometric_center	empire st & broadway, providence, ri 02903, usa	NA	NA	NA	NA	41.82277	-71.4177469	36.43596315932432
358	2025-09-08	927793	23:32:00	Bicycle	DEAN ST	PROMENADE ST	2025-09-09	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82923	-71.42672	NA	1	FALSE	FALSE	1	FALSE	FALSE	Dean Street and Promenade Street, Providence, RI, USA	FALSE	-71.4267449	41.8292555	intersection	geometric_center	promenade st & dean st, providence, ri 02908, usa	NA	NA	NA	NA	41.8292555	-71.4267449	3.510531118508493
361	2025-09-08	927904	16:25:00	Pedestrian	S MAIN ST	NA	2025-09-11	One-Way Trafficway	Dry	Daylight	Clear	Unknown	No	Unknown	1	1	Complains Of Pain	NA	41.81905	-71.40097	1	NA	FALSE	FALSE	1	FALSE	TRUE	S Main Street, Providence, RI, USA	FALSE	-71.4037011	41.8208121	route	geometric_center	s main st, providence, ri 02903, usa	NA	NA	NA	NA	41.8208121	-71.4037011	299.68707176165583
363	2025-09-09	927834	17:29:00	Bicycle	BROAD ST	BROAD ST	2025-09-09	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80966	-71.42098	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1065.4072712082257
364	2025-09-09	927836	17:29:00	Pedestrian	CANAL ST	SMITH ST	2025-09-09	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	0	No Injury	NA	41.83142	-71.41134	1	NA	FALSE	FALSE	1	FALSE	FALSE	Canal Street and Smith Street, Providence, RI, USA	FALSE	-71.4112974	41.8314584	intersection	geometric_center	canal st & smith st, providence, ri 02903, usa	NA	NA	NA	NA	41.8314584	-71.4112974	5.546007007011965
366	2025-09-10	927970	14:38:00	Pedestrian	Smith St	ACADEMY AVE	2025-09-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	Unknown	NA	41.84296	-71.44605	1	NA	FALSE	FALSE	1	FALSE	FALSE	Smith Street and Academy Ave, Providence, RI, USA	FALSE	-71.4451576	41.842608	intersection	geometric_center	academy ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.842608	-71.4451576	83.74064121375717
367	2025-09-11	927921	18:30:00	Bicycle	CHARLES ST	CHARLES ST	2025-09-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.85623	-71.42092	NA	1	FALSE	FALSE	1	FALSE	FALSE	Charles Street and Charles Street, Providence, RI, USA	FALSE	-71.4195067	41.8473644	route	geometric_center	charles st, providence, ri, usa	NA	NA	NA	NA	41.8473644	-71.4195067	993.847434583256
368	2025-09-12	927948	16:42:00	Other	MESSER ST	FORD ST	2025-09-12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Pavement Markings	4	1	Complains Of Pain	NA	41.81067	-71.43532	NA	NA	TRUE	FALSE	2	FALSE	FALSE	Messer Street and Ford Street, Providence, RI, USA	FALSE	-71.435322	41.8106892	intersection	geometric_center	messer st & ford st, providence, ri 02909, usa	NA	NA	NA	NA	41.8106892	-71.435322	2.1437665702612096
369	2025-09-12	927966	11:56:00	Other	Knight Street	WASHINGTON ST	2025-09-13	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Complains Of Pain	NA	41.8179	-71.42706	NA	NA	TRUE	FALSE	2	FALSE	FALSE	Knight Street and Washington Street, Providence, RI, USA	FALSE	-71.4269087	41.8178021	intersection	geometric_center	knight st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8178021	-71.4269087	16.62318088704105
372	2025-09-13	927965	11:45:00	Pedestrian	ALEPPO ST	MANTON AVE	2025-09-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.81934	-71.44622	1	NA	FALSE	FALSE	1	FALSE	FALSE	Aleppo Street and Manton Ave, Providence, RI, USA	FALSE	-71.4462016	41.8193759	intersection	geometric_center	aleppo st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8193759	-71.4462016	4.2779803437196176
373	2025-09-13	927982	20:18:00	Pedestrian	DOUGLAS AVE	ADMIRAL ST	2025-09-13	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84613	-71.42909	1	NA	FALSE	FALSE	1	FALSE	FALSE	Douglas Ave and Admiral Street, Providence, RI, USA	FALSE	-71.4289474	41.84607219999999	intersection	geometric_center	admiral st & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.84607219999999	-71.4289474	13.462437163896077
374	2025-09-14	927983	00:30:00	Pedestrian	PINEHURST AVE	CHAD BROWN ST	2025-09-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.83952	-71.4322	1	NA	FALSE	FALSE	1	FALSE	FALSE	Pinehurst Ave and Chad Brown Street, Providence, RI, USA	FALSE	-71.4321807	41.8395672	intersection	geometric_center	chad brown st & pinehurst ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8395672	-71.4321807	5.492677887015056
375	2025-09-15	928045	14:26:00	Pedestrian	STEWART ST	BROAD ST	2025-09-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.8169	-71.41794	1	NA	FALSE	FALSE	1	FALSE	FALSE	Stewart Street and Broad Street, Providence, RI, USA	FALSE	-71.4178933	41.8169555	intersection	geometric_center	stewart st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8169555	-71.4178933	7.292578331676245
377	2025-09-16	928159	16:08:00	Bicycle	DOYLE AVE	HOPE ST	2025-09-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.83877	-71.4001	NA	1	FALSE	FALSE	1	FALSE	FALSE	Doyle Ave and Hope Street, Providence, RI, USA	FALSE	-71.4000949	41.8387918	intersection	geometric_center	hope st & doyle ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8387918	-71.4000949	2.4633500661741734
378	2025-09-16	928162	19:44:00	Pedestrian	JILLSON ST	EDDY ST	2025-09-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Sidwswipe, Opposite Direction	No	No Controls	4	3	Non-Incapacitating	NA	41.79133	-71.40394	1	NA	FALSE	FALSE	2	FALSE	FALSE	Jillson Street and Eddy Street, Providence, RI, USA	FALSE	-71.4034708	41.7914204	intersection	geometric_center	eddy st & jillson st, providence, ri 02905, usa	NA	NA	NA	NA	41.7914204	-71.4034708	40.22151732652561
379	2025-09-17	928189	10:41:00	Pedestrian	ELMWOOD AVE	POTTERS AVE	2025-09-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	3	41.80153	-71.42635	1	NA	FALSE	FALSE	1	FALSE	FALSE	Elmwood Ave and Potters Ave, Providence, RI, USA	FALSE	-71.4263526	41.8015181	intersection	geometric_center	potters ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8015181	-71.4263526	1.3421575752847117
380	2025-09-17	928209	21:56:00	Pedestrian	FRANCIS ST	DORRANCE ST	2025-09-17	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	6	1	Complains Of Pain	NA	41.82483	-71.41419	1	NA	TRUE	FALSE	1	FALSE	FALSE	Francis Street and Dorrance Street, Providence, RI, USA	FALSE	-71.41462709999999	41.8249026	intersection	geometric_center	francis st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8249026	-71.41462709999999	37.148864662531146
381	2025-09-18	928228	08:39:00	Pedestrian	Irving Ave	WAYLAND AVE	2025-09-18	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Stop Signs	3	0	No Injury	NA	41.83324	-71.38882	1	NA	FALSE	FALSE	1	FALSE	FALSE	Irving Ave and Wayland Ave, Providence, RI, USA	FALSE	-71.3888245	41.8332544	intersection	geometric_center	wayland ave & irving ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8332544	-71.3888245	1.645880203762096
382	2025-09-18	928230	08:48:00	Bicycle	Washington St	SERVICE ROAD 8	2025-09-18	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82027	-71.41875	NA	1	FALSE	FALSE	1	FALSE	FALSE	Washington Street and Service Road 8, Providence, RI, USA	FALSE	-71.440833	41.8158996	route	geometric_center	service rd, providence, ri 02909, usa	NA	NA	NA	NA	41.8158996	-71.440833	1895.5597038605322
383	2025-09-18	928240	16:09:00	Pedestrian	POCASSET AVE	BANCROFT ST	2025-09-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	6	1	Complains Of Pain	NA	41.81331	-71.4484	1	NA	FALSE	FALSE	1	FALSE	FALSE	Pocasset Ave and Bancroft Street, Providence, RI, USA	FALSE	-71.4483713	41.8133784	intersection	geometric_center	pocasset ave & bancroft st, providence, ri 02909, usa	NA	NA	NA	NA	41.8133784	-71.4483713	7.977905509992331
384	2025-09-19	928266	11:24:00	Pedestrian	SERVICE ROAD 7	BROAD ST	2025-09-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.81747	-71.41712	1	NA	FALSE	FALSE	1	FALSE	FALSE	Service Road 7 and Broad Street, Providence, RI, USA	FALSE	-71.41696619999999	41.8173751	intersection	geometric_center	service rd 1 & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8173751	-71.41696619999999	16.56546584502119
385	2025-09-19	928271	12:35:00	Bicycle	Steuben St	ATWELLS AVE	2025-09-19	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82501	-71.44935	NA	1	FALSE	FALSE	1	FALSE	FALSE	Steuben Street and Atwells Ave, Providence, RI, USA	FALSE	-71.4493517	41.8251131	intersection	geometric_center	atwells ave & steuben st, providence, ri 02909, usa	NA	NA	NA	NA	41.8251131	-71.4493517	11.477905847505903
386	2025-09-19	928274	13:10:00	Bicycle	Bath Street	Jewett Street	2025-09-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Non-Incapacitating	1	NA	NA	NA	1	TRUE	FALSE	1	FALSE	FALSE	Bath Street and Jewett Street, Providence, RI, USA	FALSE	-71.4250862	41.8326352	intersection	geometric_center	bath st & jewett st, providence, ri 02908, usa	NA	NA	NA	NA	41.8326352	-71.4250862	NA
388	2025-09-19	928286	14:32:00	Bicycle	SYRACUSE ST	BODELL AVE	2025-09-19	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	4	1	Complains Of Pain	NA	41.81745	-71.45384	NA	1	FALSE	FALSE	1	FALSE	FALSE	Syracuse Street and Bodell Ave, Providence, RI, USA	FALSE	-71.4527837	41.8166912	route	geometric_center	bodell ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8166912	-71.4527837	121.71648603598584
389	2025-09-19	928289	15:16:00	Pedestrian	ELMWOOD AVE	EARL ST	2025-09-19	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	No Controls	2	1	Non-Incapacitating	NA	41.79819	-71.4262	1	NA	TRUE	FALSE	1	FALSE	FALSE	Elmwood Ave and Earl Street, Providence, RI, USA	FALSE	-71.42622279999999	41.7981091	intersection	geometric_center	elmwood ave & earl st, providence, ri 02907, usa	NA	NA	NA	NA	41.7981091	-71.42622279999999	9.202372127924315
390	2025-09-19	928294	19:51:00	Bicycle	THURBERS AVE	BROAD ST	2025-09-19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.7982	-71.41467	NA	1	FALSE	FALSE	1	FALSE	FALSE	Thurbers Ave and Broad Street, Providence, RI, USA	FALSE	-71.414661	41.7982144	intersection	geometric_center	thurbers ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7982144	-71.414661	1.7684635252238012
391	2025-09-20	928304	13:28:00	Pedestrian	BROOK ST	WICKENDEN ST	2025-09-20	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.8195	-71.39827	1	NA	FALSE	FALSE	1	FALSE	FALSE	Brook Street and Wickenden Street, Providence, RI, USA	FALSE	-71.398258	41.8194891	intersection	geometric_center	wickenden st & brook st, providence, ri 02903, usa	NA	NA	NA	NA	41.8194891	-71.398258	1.5695143077479585
393	2025-09-22	928347	08:52:00	Pedestrian	75 EAGLE ST	NA	2025-09-22	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	1	NA	TRUE	FALSE	1	TRUE	TRUE	75 Eagle Street, Providence, RI, USA	FALSE	-71.4358142	41.82549059999999	premise	rooftop	75 eagle st, providence, ri 02909, usa	NA	NA	NA	NA	41.82549059999999	-71.4358142	NA
395	2025-09-23	928409	16:08:00	Bicycle	NA	NA	2025-09-24	Unknown	Dry	Daylight	Clear	Angle - Direction Not Specified	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	NA	NA	NA	1	FALSE	FALSE	1	NA	TRUE	NA, Providence, RI, USA	FALSE	-71.4127462	41.8244836	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8244836	-71.4127462	NA
397	2025-09-25	928451	15:21:00	Pedestrian	LENNON ST	MOUNT PLEASANT AVE	2025-09-25	Two-Way, Not Divided With a Continuous Left Turn Lane	Wet	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.8451	-71.45024	1	NA	FALSE	FALSE	1	FALSE	FALSE	Lennon Street and Mount Pleasant Ave, Providence, RI, USA	FALSE	-71.4531322	41.84341999999999	intersection	geometric_center	mt pleasant ave & lennon st, providence, ri 02908, usa	NA	NA	NA	NA	41.84341999999999	-71.4531322	304.1406026390636
398	2025-09-26	928464	08:59:00	Pedestrian	ELMA ST	PRAIRIE AVE	2025-09-26	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	1	0	No Injury	NA	41.79724	-71.41127	1	NA	FALSE	FALSE	1	FALSE	FALSE	Elma Street and Prairie Ave, Providence, RI, USA	FALSE	-71.4112724	41.7972701	intersection	geometric_center	elma st & prairie ave, providence, ri 02905, usa	NA	NA	NA	NA	41.7972701	-71.4112724	3.3566311802272017
400	2025-09-26	928596	14:19:00	Pedestrian	ALLENS AVE	OXFORD ST	2025-09-30	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Complains Of Pain	NA	41.8035	-71.40162	1	NA	FALSE	FALSE	1	FALSE	FALSE	Allens Ave and Oxford Street, Providence, RI, USA	FALSE	-71.40183329999999	41.8040454	intersection	geometric_center	oxford st & allens ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8040454	-71.40183329999999	63.241069347936275
401	2025-09-27	928519	14:04:00	Bicycle	HARLAM STREET	BARROWS STREET	2025-09-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	2	NA	NA	NA	1	FALSE	FALSE	1	FALSE	FALSE	Harlam Street and Barrows Street, Providence, RI, USA	FALSE	-71.4570629	41.8121831	intersection	geometric_center	harlam st & barrows st, providence, ri 02909, usa	NA	NA	NA	NA	41.8121831	-71.4570629	NA
402	2025-09-28	928546	12:36:00	Pedestrian	Plainfield Street	PLAINFIELD ST	2025-09-28	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	6	0	No Injury	NA	41.8134	-71.45396	1	NA	FALSE	FALSE	2	FALSE	FALSE	Plainfield Street and Plainfield Street, Providence, RI, USA	FALSE	-71.4643595	41.8067204	route	geometric_center	plainfield st, rhode island, usa	NA	NA	NA	NA	41.8067204	-71.4643595	1139.0581332430324
403	2025-09-28	928561	17:38:00	Pedestrian	W RIVER ST	BRANCH AVE	2025-09-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.84689	-71.4127	1	NA	FALSE	FALSE	1	FALSE	FALSE	W River Street and Branch Ave, Providence, RI, USA	FALSE	-71.41266139999999	41.8469059	intersection	geometric_center	w river st & branch ave, providence, ri 02904, usa	NA	NA	NA	NA	41.8469059	-71.41266139999999	3.6576882008524567
411	2025-10-02	928675	05:47:00	Pedestrian	UNION AVE	EXIT	2025-10-02	One-Way Trafficway	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Incapacitating	NA	41.8088	-71.44019	1	NA	FALSE	FALSE	1	FALSE	FALSE	Union Ave and Exit, Providence, RI, USA	FALSE	-71.4127462	41.8244836	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8244836	-71.4127462	2869.185240865458
412	2025-10-02	928688	16:23:00	Pedestrian	LOWELL AVE	NYE ST	2025-10-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.81823	-71.4608	1	NA	FALSE	FALSE	1	FALSE	FALSE	Lowell Ave and Nye Street, Providence, RI, USA	FALSE	-71.4603837	41.8170548	intersection	geometric_center	nye st & lowell ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8170548	-71.4603837	135.30488926937127
