row_number	crash_date	crash_report_id	crash_time	collision_type	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
132	2025-04-23	923613	10:35:00	Bicycle	CHAPMAN ST	VIRGINIA AVE	2025-04-23	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.79267	-71.40049	NA	1	FALSE	FALSE	1	FALSE	FALSE	Chapman Street and Virginia Ave, Providence, RI, USA	FALSE	-71.4004807	41.7926989	intersection	geometric_center	chapman st & virginia ave, providence, ri 02905, usa	NA	NA	NA	NA	41.7926989	-71.4004807	3.308430338445872
133	2025-04-24	923545	08:20:00	Bicycle	60 VALLEY ST	SCHOOL ST	2025-04-24	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.81896	-71.44059	NA	1	FALSE	FALSE	1	TRUE	FALSE	60 Valley Street, Providence, RI, USA	FALSE	-71.44164719999999	41.8184676	premise	rooftop	60 valley st, providence, ri 02909, usa	NA	NA	NA	NA	41.8184676	-71.44164719999999	103.42675461595222
134	2025-04-24	923551	12:13:00	Pedestrian	SHIPYARD ST	ERNEST ST	2025-04-24	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Complains Of Pain	NA	41.79151	-71.39129	1	NA	FALSE	FALSE	1	FALSE	FALSE	Shipyard Street and Ernest Street, Providence, RI, USA	FALSE	-71.393991	41.7946722	intersection	geometric_center	ernest st & shipyard st, providence, ri 02905, usa	NA	NA	NA	NA	41.7946722	-71.393991	417.33213621029677
135	2025-04-24	923568	20:28:00	Pedestrian	UNION AVE	WAVERLY ST	2025-04-24	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Opposite Direction	No	No Controls	4	2	Complains Of Pain	NA	41.8095	-71.43755	1	NA	FALSE	FALSE	3	FALSE	FALSE	Union Ave and Waverly Street, Providence, RI, USA	FALSE	-71.4371504	41.8096104	intersection	geometric_center	union ave & waverly st, providence, ri 02909, usa	NA	NA	NA	NA	41.8096104	-71.4371504	35.3606260211027
138	2025-04-25	923584	09:47:00	Pedestrian	AUTUMN ST	EDDY ST	2025-04-25	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80098	-71.4061	1	NA	FALSE	FALSE	1	FALSE	FALSE	Autumn Street and Eddy Street, Providence, RI, USA	FALSE	-71.406126	41.8010017	intersection	geometric_center	autumn st & eddy st, providence, ri 02905, usa	NA	NA	NA	NA	41.8010017	-71.406126	3.2389091784282944
139	2025-04-25	923600	22:11:00	Bicycle	PINE ST	CHESTNUT ST	2025-04-25	One-Way Trafficway	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81944	-71.41294	NA	1	FALSE	FALSE	1	FALSE	FALSE	Pine Street and Chestnut Street, Providence, RI, USA	FALSE	-71.41293519999999	41.8194707	intersection	geometric_center	pine st & chestnut st, providence, ri 02906, usa	NA	NA	NA	NA	41.8194707	-71.41293519999999	3.44063019561107
141	2025-04-27	923652	13:23:00	Pedestrian	1 BODELL AVE	ETNA ST	2025-04-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81661	-71.45223	1	NA	FALSE	FALSE	1	TRUE	FALSE	1 Bodell Ave, Providence, RI, USA	FALSE	-71.45138419999999	41.8168589	premise	rooftop	1 bodell ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8168589	-71.45138419999999	75.44337767062542
143	2025-04-27	923659	19:11:00	Bicycle	BLACKSTONE BLVD	LAUREL AVE	2025-04-27	Two-Way, Divided, Positive Median Barrier	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Other	1	1	Complains Of Pain	NA	41.83811	-71.3854	NA	1	FALSE	FALSE	1	FALSE	FALSE	Blackstone Blvd and Laurel Ave, Providence, RI, USA	FALSE	-71.3854333	41.8382317	intersection	geometric_center	blackstone blvd & laurel ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8382317	-71.3854333	13.826223221398804
144	2025-04-30	923753	08:54:00	Bicycle	BROADWAY	ATWELLS AVE	2025-04-30	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Unknown	Yes, Driver Left Scene	Pavement Markings	3	1	Non-Incapacitating	NA	41.8225	-71.41819	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broadway and Atwells Ave, Providence, RI, USA	FALSE	-71.41849049999999	41.8224275	intersection	geometric_center	atwells ave & broadway, providence, ri 02903, usa	NA	NA	NA	NA	41.8224275	-71.41849049999999	26.202448479806595
145	2025-04-30	923771	16:50:00	Pedestrian	NARRAGANSETT AVE	ROGER WILLIAMS AVE	2025-04-30	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	3	Complains Of Pain	NA	41.78883	-71.42363	1	NA	FALSE	FALSE	2	FALSE	FALSE	Narragansett Ave and Roger Williams Ave, Providence, RI, USA	FALSE	-71.4234687	41.7885148	intersection	geometric_center	roger williams ave & narragansett ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7885148	-71.4234687	37.5552893642173
146	2025-04-30	923773	19:01:00	Pedestrian	PUBLIC ST	EDDY ST	2025-04-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.80731	-71.40725	1	NA	FALSE	FALSE	1	FALSE	FALSE	Public Street and Eddy Street, Providence, RI, USA	FALSE	-71.4072274	41.8073419	intersection	geometric_center	public st & eddy st, providence, ri 02903, usa	NA	NA	NA	NA	41.8073419	-71.4072274	4.015829662681415
147	2025-04-30	923796	16:12:00	Pedestrian	WASHINGTON ST	EMPIRE ST	2025-05-01	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	0	No Injury	NA	41.82182	-71.41645	1	NA	FALSE	FALSE	1	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	FALSE	-71.4164272	41.8218699	intersection	geometric_center	empire st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8218699	-71.4164272	5.86803253601497
148	2025-05-01	923785	00:09:00	Pedestrian	DOUGLAS AVE	CHALKSTONE AVE	2025-05-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.83636	-71.42038	1	NA	FALSE	FALSE	1	FALSE	FALSE	Douglas Ave and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4202667	41.8363328	intersection	geometric_center	chalkstone ave & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8363328	-71.4202667	9.872758086971684
149	2025-05-01	923787	07:46:00	Bicycle	ROCHAMBEAU AVE	BLACKSTONE BLVD	2025-05-01	Two-Way, Divided, Positive Median Barrier	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84556	-71.38674	NA	1	FALSE	FALSE	1	FALSE	FALSE	Rochambeau Ave and Blackstone Blvd, Providence, RI, USA	FALSE	-71.3867593	41.84556509999999	intersection	geometric_center	blackstone blvd & rochambeau ave, providence, ri 02906, usa	NA	NA	NA	NA	41.84556509999999	-71.3867593	1.6982011445923386
150	2025-05-02	923833	10:59:00	Bicycle	ZONE ST	CHALKSTONE AVE	2025-05-02	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83475	-71.42755	NA	1	FALSE	FALSE	1	FALSE	FALSE	Zone Street and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4275304	41.83477	intersection	geometric_center	zone st & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.83477	-71.4275304	2.756724034484319
152	2025-05-04	923912	15:54:00	Bicycle	S WATER ST	POINT ST	2025-05-04	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	0	No Injury	NA	41.81864	-71.4017	NA	1	FALSE	FALSE	1	FALSE	FALSE	S Water Street and Point Street, Providence, RI, USA	FALSE	-71.40187759999999	41.8187542	intersection	geometric_center	s water st & point st, providence, ri 02903, usa	NA	NA	NA	NA	41.8187542	-71.40187759999999	19.46030716831863
153	2025-05-04	923920	16:26:00	Bicycle	WARRINGTON ST	EMERSON ST	2025-05-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.79667	-71.41277	NA	1	FALSE	FALSE	1	FALSE	FALSE	Warrington Street and Emerson Street, Providence, RI, USA	FALSE	-71.4150086	41.7960247	intersection	geometric_center	warrington st & emerson st, providence, ri 02907, usa	NA	NA	NA	NA	41.7960247	-71.4150086	199.1871956969765
156	2025-05-08	924078	09:20:00	Bicycle	BLACKSTONE BLVD	BLACKSTONE BLVD	2025-05-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84622	-71.38677	NA	1	FALSE	FALSE	1	FALSE	FALSE	Blackstone Blvd and Blackstone Blvd, Providence, RI, USA	FALSE	-71.3870999	41.8450084	route	geometric_center	blackstone blvd, providence, ri 02906, usa	NA	NA	NA	NA	41.8450084	-71.3870999	137.6212955874507
158	2025-05-09	924134	15:01:00	Pedestrian	DORRANCE ST	WASHINGTON ST	2025-05-09	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82451	-71.41286	1	NA	FALSE	FALSE	1	FALSE	FALSE	Dorrance Street and Washington Street, Providence, RI, USA	FALSE	-71.4127462	41.8244836	intersection	geometric_center	washington st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8244836	-71.4127462	9.887065504137446
160	2025-05-10	924140	00:08:00	Pedestrian	ATWELLS AVE	BROADWAY	2025-05-10	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Rain	Rear End(Front-to-Rear)	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82251	-71.41856	1	NA	FALSE	FALSE	1	FALSE	FALSE	Atwells Ave and Broadway, Providence, RI, USA	FALSE	-71.41849049999999	41.8224275	intersection	geometric_center	atwells ave & broadway, providence, ri 02903, usa	NA	NA	NA	NA	41.8224275	-71.41849049999999	10.84362921355293
161	2025-05-10	924219	15:00:00	Bicycle	WASHINGTON ST	EMPIRE ST	2025-05-12	Unknown	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	NA	NA	NA	1	FALSE	FALSE	1	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	FALSE	-71.4164272	41.8218699	intersection	geometric_center	empire st & washington st, providence, ri 02903, usa	NA	NA	NA	NA	41.8218699	-71.4164272	NA
162	2025-05-11	924168	05:02:00	Pedestrian	350 POINT STREET	NA	2025-05-11	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.81668	-71.40954	1	NA	FALSE	FALSE	1	TRUE	TRUE	350 Point Street, Providence, RI, USA	FALSE	-71.4166794	41.8139618	street_address	rooftop	350 point st, providence, ri 02903, usa	NA	NA	NA	NA	41.8139618	-71.4166794	665.1414147808514
163	2025-05-12	924224	14:30:00	Pedestrian	Broad st	THURBERS AVE	2025-05-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.7982	-71.41467	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Thurbers Ave, Providence, RI, USA	FALSE	-71.414661	41.7982144	intersection	geometric_center	thurbers ave & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7982144	-71.414661	1.7684635252238012
164	2025-05-15	926305	02:30:00	Pedestrian	W FRIENDSHIP ST	BROAD ST	2025-07-24	Two-Way , Not Divided	Dry	Dark - Unknown Lighting	Clear	Other	Yes, M/V and Driver Left Scene	Unknown	1	1	Incapacitating	NA	41.80977	-71.42101	1	NA	FALSE	FALSE	1	FALSE	FALSE	W Friendship Street and Broad Street, Providence, RI, USA	FALSE	-71.42102539999999	41.8098453	intersection	geometric_center	w friendship st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8098453	-71.42102539999999	8.479190079675353
165	2025-05-16	924359	14:05:00	Pedestrian	DRYDEN LN	BRANCH AVE	2025-05-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Non-Incapacitating	NA	41.84294	-71.40847	1	NA	FALSE	FALSE	1	FALSE	FALSE	Dryden Ln and Branch Ave, Providence, RI, USA	FALSE	-71.4084836	41.8429827	intersection	geometric_center	branch ave & dryden ln, providence, ri 02904, usa	NA	NA	NA	NA	41.8429827	-71.4084836	4.885316209796038
166	2025-05-17	924380	02:00:00	Pedestrian	BROAD ST	BROAD ST	2025-05-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Unknown	3	0	No Injury	NA	41.79187	-71.4068	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.8004646	-71.4174197	1300.8161584541847
168	2025-05-19	924425	08:40:00	Bicycle	BUTLER AVE	S ANGELL ST	2025-05-19	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	2	41.82947	-71.38504	NA	1	FALSE	FALSE	1	FALSE	FALSE	Butler Ave and S Angell Street, Providence, RI, USA	FALSE	-71.3850439	41.8294963	intersection	geometric_center	butler ave & s angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8294963	-71.3850439	2.9455207581968974
173	2025-05-23	924560	21:20:00	Pedestrian	THAYER ST	FONES ALY	2025-05-23	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	NA	41.82768	-71.40059	1	NA	FALSE	FALSE	1	FALSE	FALSE	Thayer Street and Fones Aly, Providence, RI, USA	FALSE	-71.400615	41.8276933	intersection	geometric_center	thayer st & fones alley, providence, ri 02906, usa	NA	NA	NA	NA	41.8276933	-71.400615	2.5480345548071703
174	2025-05-23	924561	20:52:00	Pedestrian	DOUGLAS AVE	ADMIRAL ST	2025-05-23	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.84607	-71.42902	1	NA	FALSE	FALSE	1	FALSE	FALSE	Douglas Ave and Admiral Street, Providence, RI, USA	FALSE	-71.4289474	41.84607219999999	intersection	geometric_center	admiral st & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.84607219999999	-71.4289474	6.025429896030797
175	2025-05-23	924562	21:29:00	Pedestrian	EXCHANGE TER	EXCHANGE ST	2025-05-24	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.82611	-71.4116	1	NA	FALSE	FALSE	1	FALSE	FALSE	Exchange Ter and Exchange Street, Providence, RI, USA	FALSE	-71.41162299999999	41.8261316	intersection	geometric_center	exchange ter & exchange st, providence, ri 02903, usa	NA	NA	NA	NA	41.8261316	-71.41162299999999	3.069479995202243
176	2025-05-24	924571	13:34:00	Other	33 King St.	NA	2025-05-24	One-Way Trafficway	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	NA	NA	TRUE	FALSE	2	TRUE	TRUE	33 King St., Providence, RI, USA	FALSE	-71.4527248	41.823581	street_address	rooftop	33 king st, providence, ri 02909, usa	NA	NA	NA	NA	41.823581	-71.4527248	NA
177	2025-05-27	924666	20:29:00	Pedestrian	MANTON AVE	PELHAM ST	2025-05-27	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	3	1	Complains Of Pain	NA	41.82069	-71.44752	1	NA	FALSE	FALSE	2	FALSE	FALSE	Manton Ave and Pelham Street, Providence, RI, USA	FALSE	-71.4477897	41.8209381	intersection	geometric_center	pelham st & manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8209381	-71.4477897	35.543951416982424
178	2025-05-27	924667	20:10:00	Other	LEXINGTON AVE	HAMILTON ST	2025-05-27	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Other	3	1	Incapacitating	NA	41.79845	-71.42159	NA	NA	TRUE	FALSE	1	FALSE	FALSE	Lexington Ave and Hamilton Street, Providence, RI, USA	FALSE	-71.4208566	41.7986949	intersection	geometric_center	hamilton st & lexington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7986949	-71.4208566	66.69006734809705
179	2025-05-28	924682	16:58:00	Bicycle	N MAIN ST	SMITH ST	2025-05-28	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	1	Complains Of Pain	NA	41.83086	-71.4104	NA	1	FALSE	FALSE	1	FALSE	FALSE	N Main Street and Smith Street, Providence, RI, USA	FALSE	-71.4106553	41.8315524	intersection	geometric_center	n main st & smith st, providence, ri 02903, usa	NA	NA	NA	NA	41.8315524	-71.4106553	79.9336105834088
180	2025-05-28	924686	20:35:00	Pedestrian	HAYWARD ST	LINDEN ST	2025-05-28	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.81237	-71.42165	1	NA	TRUE	FALSE	1	FALSE	FALSE	Hayward Street and Linden Street, Providence, RI, USA	FALSE	-71.4214538	41.8126276	intersection	geometric_center	hayward st & linden st, providence, ri 02907, usa	NA	NA	NA	NA	41.8126276	-71.4214538	32.97427289313546
183	2025-05-29	924722	15:55:00	Pedestrian	PLAINFIELD ST	EDNA ST	2025-05-29	Two-Way , Not Divided	Wet	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81594	-71.44511	1	NA	FALSE	FALSE	1	FALSE	FALSE	Plainfield Street and Edna Street, Providence, RI, USA	FALSE	-71.445549	41.8156817	intersection	geometric_center	plainfield st & edna st, providence, ri 02909, usa	NA	NA	NA	NA	41.8156817	-71.445549	46.40403949309735
185	2025-05-31	924785	15:50:00	Pedestrian	CHALKSTONE AVE	DOUGLAS AVE	2025-05-31	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	1	Complains Of Pain	NA	41.83631	-71.42024	1	NA	FALSE	FALSE	1	FALSE	FALSE	Chalkstone Ave and Douglas Ave, Providence, RI, USA	FALSE	-71.4202667	41.8363328	intersection	geometric_center	chalkstone ave & douglas ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8363328	-71.4202667	3.3683453327551027
186	2025-05-31	924792	22:38:00	Pedestrian	BANCROFT ST	POCASSET AVE	2025-06-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.81332	-71.44834	1	NA	FALSE	FALSE	1	FALSE	FALSE	Bancroft Street and Pocasset Ave, Providence, RI, USA	FALSE	-71.4483713	41.8133784	intersection	geometric_center	pocasset ave & bancroft st, providence, ri 02909, usa	NA	NA	NA	NA	41.8133784	-71.4483713	7.000554031887353
187	2025-06-01	924813	13:22:00	Pedestrian	100 MANTON AVE	NA	2025-06-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	1	NA	FALSE	FALSE	1	TRUE	TRUE	100 Manton Ave, Providence, RI, USA	FALSE	-71.4463316	41.8179117	street_address	rooftop	100 manton ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8179117	-71.4463316	NA
189	2025-06-02	924858	21:07:00	Pedestrian	MEMORIAL BLVD	EXIT 22A  (RT )	2025-06-02	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82578	-71.41522	1	NA	FALSE	FALSE	1	FALSE	FALSE	Memorial Blvd and Exit 22a  (Rt ), Providence, RI, USA	FALSE	-71.4127462	41.8244836	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.8244836	-71.4127462	250.8743706364255
190	2025-06-02	925319	13:58:00	Bicycle	BROAD ST	SERVICE ROAD 7	2025-06-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	0	No Injury	NA	41.81736	-71.41696	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Service Road 7, Providence, RI, USA	FALSE	-71.41696619999999	41.8173751	intersection	geometric_center	service rd 1 & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8173751	-71.41696619999999	1.7578643094737676
191	2025-06-03	924874	14:49:00	Pedestrian	CANTON ST	ANDEM ST	2025-06-03	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Stop Signs	2	0	No Injury	NA	41.8304	-71.44217	1	NA	FALSE	FALSE	1	FALSE	FALSE	Canton Street and Andem Street, Providence, RI, USA	FALSE	-71.4422226	41.8305988	intersection	geometric_center	canton st & andem st, providence, ri 02908, usa	NA	NA	NA	NA	41.8305988	-71.4422226	22.556295747803713
192	2025-06-04	924886	08:53:00	Pedestrian	HOLLYWOOD RD	PARADE ST	2025-06-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.81577	-71.43307	1	NA	FALSE	FALSE	1	FALSE	FALSE	Hollywood Rd and Parade Street, Providence, RI, USA	FALSE	-71.4330927	41.8157878	intersection	geometric_center	hollywood rd & parade st, providence, ri 02909, usa	NA	NA	NA	NA	41.8157878	-71.4330927	2.7337115766606868
193	2025-06-04	924893	08:36:00	Pedestrian	Butler Dr	BLACKSTONE BLVD	2025-06-04	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.84616	-71.38673	1	NA	FALSE	FALSE	1	FALSE	FALSE	Butler Dr and Blackstone Blvd, Providence, RI, USA	FALSE	-71.38384049999999	41.8330728	intersection	geometric_center	butler ave & blackstone blvd, providence, ri 02906, usa	NA	NA	NA	NA	41.8330728	-71.38384049999999	1476.4381334204952
194	2025-06-04	924904	13:22:00	Pedestrian	BRANCH AVE	OLMSTEAD WAY	2025-06-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.8539	-71.42974	1	NA	TRUE	FALSE	1	FALSE	FALSE	Branch Ave and Olmstead Way, Providence, RI, USA	FALSE	-71.4300791	41.8540097	intersection	geometric_center	branch ave & olmsted way, providence, ri 02904, usa	NA	NA	NA	NA	41.8540097	-71.4300791	30.654266026809527
195	2025-06-05	924939	13:11:00	Bicycle	BROAD ST	JILLSON ST	2025-06-05	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	2	1	Non-Incapacitating	NA	41.79103	-71.40589	NA	1	FALSE	FALSE	1	FALSE	FALSE	Broad Street and Jillson Street, Providence, RI, USA	FALSE	-71.405872	41.79104419999999	intersection	geometric_center	jillson st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.79104419999999	-71.405872	2.1750026299575485
196	2025-06-05	924942	12:38:00	Bicycle	TOCKWOTTON ST	S MAIN ST	2025-06-05	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	Stop Signs	3	1	Complains Of Pain	NA	41.81692	-71.4001	NA	1	FALSE	FALSE	1	FALSE	FALSE	Tockwotton Street and S Main Street, Providence, RI, USA	FALSE	-71.39904419999999	41.8174589	intersection	geometric_center	s main st & tockwotton st, providence, ri 02903, usa	NA	NA	NA	NA	41.8174589	-71.39904419999999	106.16667967152057
200	2025-06-06	925286	13:56:00	Pedestrian	MORRIS AVE	OLNEY ST	2025-06-18	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.83593	-71.39803	1	NA	FALSE	FALSE	1	FALSE	FALSE	Morris Ave and Olney Street, Providence, RI, USA	FALSE	-71.3980116	41.8359262	intersection	geometric_center	olney st & morris ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8359262	-71.3980116	1.583628706571972
201	2025-06-10	925098	18:38:00	Pedestrian	Killingly St	KILLINGLY ST	2025-06-10	Two-Way , Not Divided	Dry	Daylight	Rain	Other	No	No Controls	4	1	Complains Of Pain	NA	41.81408	-71.46186	1	NA	FALSE	FALSE	1	FALSE	FALSE	Killingly Street and Killingly Street, Providence, RI, USA	FALSE	-71.4700583	41.8217334	route	geometric_center	killingly st, rhode island, usa	NA	NA	NA	NA	41.8217334	-71.4700583	1090.1682550982207
202	2025-06-11	925118	14:30:00	Pedestrian	BROADWAY	VALLEY ST	2025-06-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81683	-71.44101	1	NA	FALSE	FALSE	1	FALSE	FALSE	Broadway and Valley Street, Providence, RI, USA	FALSE	-71.4410135	41.8168365	intersection	geometric_center	valley st & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8168365	-71.4410135	0.7796670473293568
