row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	year	month
3632	2010-07-27	35789	17:25:00	Bicycle	NA	1	FALSE	FALSE	1	HARRIS AVE	ATWELLS AVE	7/27/10	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	4	1	Pain Reported	2	41.82449	-71.43538	FALSE	FALSE	Harris Ave and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82449	-71.43538	2010	July
3630	2010-07-28	35875	9:15:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	PORTLAND ST	7/28/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Pain Reported	NA	41.81415	-71.4213	FALSE	FALSE	Broad Street and Portland Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81415	-71.4213	2010	July
3629	2010-07-29	36058	18:52:00	Pedestrian	1	NA	FALSE	FALSE	1	DABOLL ST	BUCKLIN ST	7/29/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.80407	-71.42883	FALSE	FALSE	Daboll Street and Bucklin Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80407	-71.42883	2010	July
3626	2010-07-30	36082	8:40:00	Bicycle	NA	1	FALSE	FALSE	2	HOPE ST	LLOYD AVE	7/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	2	1	Pain Reported	NA	41.83131	-71.39955	FALSE	FALSE	Hope Street and Lloyd Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83131	-71.39955	2010	July
3627	2010-07-30	36115	15:04:00	Bicycle	1	NA	FALSE	FALSE	1	AMHERST ST	JULIAN ST	7/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Pain Reported	NA	41.82334	-71.44451	FALSE	FALSE	Amherst Street and Julian Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82334	-71.44451	2010	July
3628	2010-07-30	36116	15:27:00	Bicycle	NA	1	FALSE	FALSE	1	LABAN ST	LAUREL HILL AVE	7/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	Yes	No Controls	1	1	Pain Reported	2	41.81457	-71.45568	FALSE	FALSE	Laban Street and Laurel Hill Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81457	-71.45568	2010	July
3625	2010-08-02	36348	17:30:00	Pedestrian	2	NA	FALSE	FALSE	1	ELMWOOD AVE	PRINCETON AVE	8/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes	No Controls	2	2	Pain Reported	4	41.80507	-71.4253	FALSE	FALSE	Elmwood Ave and Princeton Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80507	-71.4253	2010	August
3624	2010-08-03	36400	18:15:00	Bicycle	NA	1	FALSE	FALSE	1	PRINCETON AVE	BROAD ST	8/3/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	2	41.80547	-71.41978	FALSE	FALSE	Princeton Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80547	-71.41978	2010	August
3623	2010-08-04	36587	15:05:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	HOMER ST	8/4/10	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Non-Incapacitating	3	41.78884	-71.40402	FALSE	FALSE	Broad Street and Homer Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.78884	-71.40402	2010	August
3622	2010-08-05	36644	15:15:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	VEAZIE ST	8/5/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	Yes	Stop Signs	2	1	Pain Reported	2	41.85472	-71.4347	FALSE	FALSE	Branch Ave and Veazie Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85472	-71.4347	2010	August
3619	2010-08-07	36774	11:51:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	CYR ST	8/7/10	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Other	Yes	No Controls	2	1	Non-Incapacitating	NA	41.7871	-71.40255	FALSE	FALSE	Broad Street and Cyr Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.7871	-71.40255	2010	August
3620	2010-08-07	36805	21:20:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	ACADEMY AVE	8/7/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes	Unknown	1	1	Non-Incapacitating	NA	41.82478	-71.44342	FALSE	FALSE	Atwells Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82478	-71.44342	2010	August
3621	2010-08-07	36807	18:52:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	POTTERS AVE	8/7/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Pain Reported	NA	41.80314	-71.41896	FALSE	FALSE	Broad Street and Potters Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.80314	-71.41896	2010	August
3618	2010-08-10	37015	16:59:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	WHITE ST	8/10/10	Unknown	Dry	Daylight	Clear	Other	No	No Controls	3	1	Pain Reported	NA	41.85487	-71.4004	FALSE	FALSE	N Main Street and White Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.85487	-71.4004	2010	August
3616	2010-08-11	37205	17:32:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	PRIVATE PROPERTY	8/11/10	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	5	1	Pain Reported	NA	41.82	-71.46876	FALSE	FALSE	Hartford Ave and Private Property, Providence, RI, USA	Med	Unknown	TRUE	FALSE	Unknown	NA	NA	2010	August
3617	2010-08-11	37211	19:54:00	Pedestrian	1	NA	FALSE	FALSE	1	434 MOUNT PLEASANT AVE	NA	8/11/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle - Direction Not Specified	No	No Controls	4	0	No Injury	NA	41.83958	-71.45195	TRUE	TRUE	434 Mount Pleasant Ave, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.83958	-71.45195	2010	August
3615	2010-08-25	38610	16:36:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	DORRANCE ST	8/25/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Other	No	Traffic Control Signal	5	1	Non-Incapacitating	NA	41.82445	-71.41277	FALSE	FALSE	Washington Street and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82445	-71.41277	2010	August
3614	2010-08-26	38684	15:11:00	Pedestrian	1	NA	FALSE	FALSE	1	THAYER ST	CUSHING ST	8/26/10	One-Way Trafficway	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	3	1	Pain Reported	NA	41.82961	-71.40085	FALSE	FALSE	Thayer Street and Cushing Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82961	-71.40085	2010	August
3612	2010-08-27	38735	11:29:00	Pedestrian	1	NA	FALSE	FALSE	1	850 MANTON AVE	NA	8/27/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	2	1	Pain Reported	1	41.83371	-71.46772	TRUE	TRUE	850 Manton Ave, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.83371	-71.46772	2010	August
3613	2010-08-27	39315	8:05:00	Bicycle	NA	1	FALSE	FALSE	1	DOUGLAS AVE	WHIPPLE ST	8/27/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Pain Reported	2	41.83685	-71.42154	FALSE	FALSE	Douglas Ave and Whipple Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83685	-71.42154	2010	August
3611	2010-08-28	38945	18:08:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	BAINBRIDGE AVE	8/29/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81608	-71.43539	FALSE	FALSE	Westminster Street and Bainbridge Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81608	-71.43539	2010	August
3610	2010-08-29	39201	18:38:00	Pedestrian	1	NA	FALSE	FALSE	1	BONANZA WAY	BONANZA WAY	8/29/10	One-Way Trafficway	Dry	Daylight	Clear	Other	No	No Controls	2	1	Pain Reported	NA	41.8545	-71.40568	FALSE	FALSE	Bonanza Way and Bonanza Way, Providence, RI, USA	Med	Raw	TRUE	TRUE	Raw	41.8545	-71.40568	2010	August
3607	2010-08-30	39060	11:33:00	Bicycle	NA	1	FALSE	FALSE	1	Hawkins Street	Russo Street	8/30/10	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	0	No Injury	NA	41.85119	-71.42069	FALSE	FALSE	Hawkins Street and Russo Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.85119	-71.42069	2010	August
3608	2010-08-30	39065	13:58:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	HOUSTON ST	8/30/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	3	1	Pain Reported	2	41.79976	-71.4166	FALSE	FALSE	Broad Street and Houston Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79976	-71.4166	2010	August
3609	2010-08-30	39183	12:55:00	Bicycle	NA	1	FALSE	FALSE	1	WHITFORD AVE	NELSON ST	8/31/10	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	3	1	Non-Incapacitating	2	41.83897	-71.44329	FALSE	FALSE	Whitford Ave and Nelson Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83897	-71.44329	2010	August
3606	2010-09-01	39420	21:10:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST	BROAD ST	9/1/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Pain Reported	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80442	-71.41935	2010	September
3605	2010-09-02	39508	16:04:00	Pedestrian	1	NA	FALSE	FALSE	1	BENTON ST	APPLETON ST	9/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Pain Reported	NA	41.82028	-71.44403	FALSE	FALSE	Benton Street and Appleton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82028	-71.44403	2010	September
3604	2010-09-03	39542	8:34:00	Pedestrian	1	NA	FALSE	FALSE	1	DOUGLAS AVE	CONCANNON ST	9/3/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.85336	-71.43806	FALSE	FALSE	Douglas Ave and Concannon Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85336	-71.43806	2010	September
3603	2010-09-04	39754	14:42:00	Bicycle	NA	1	FALSE	FALSE	1	GLENBRIDGE AVE	BARBARA ST	9/4/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	3	1	Pain Reported	2	41.82086	-71.46099	FALSE	FALSE	Glenbridge Ave and Barbara Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82086	-71.46099	2010	September
3601	2010-09-06	39997	17:37:00	Bicycle	NA	1	FALSE	FALSE	1	S MAIN ST	PACKET ST	9/6/10	One-Way Trafficway	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Pain Reported	NA	41.82394	-71.40661	FALSE	FALSE	S Main Street and Packet Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.82394	-71.40661	2010	September
3602	2010-09-06	40999	22:08:00	Bicycle	NA	1	FALSE	FALSE	1	Point ST	RICHMOND ST	9/7/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.81656	-71.40725	FALSE	FALSE	Point Street and Richmond Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81656	-71.40725	2010	September
3600	2010-09-07	40100	19:16:00	Pedestrian	2	NA	FALSE	FALSE	1	316 Pocasset Ave.	UNION AVE	9/7/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear - to - Side	No	No Controls	3	2	Pain Reported	NA	41.80617	-71.45729	TRUE	FALSE	316 Pocasset Ave., Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.80617	-71.45729	2010	September
3599	2010-09-13	40631	8:07:00	Pedestrian	5	NA	FALSE	FALSE	1	SMITH ST	PEMBROKE AVE	9/13/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	No Controls	7	1	Pain Reported	NA	41.83657	-71.43125	FALSE	FALSE	Smith Street and Pembroke Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83657	-71.43125	2010	September
3597	2010-09-14	40750	20:30:00	Pedestrian	1	NA	FALSE	FALSE	1	CAMDEN AVE	CHALKSTONE AVE	9/14/10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Pain Reported	NA	41.83604	-71.42562	FALSE	FALSE	Camden Ave and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83604	-71.42562	2010	September
3598	2010-09-14	40779	15:35:00	Bicycle	1	NA	FALSE	FALSE	1	SORRENTO ST	ALTHEA ST	9/14/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes	No Controls	1	1	Non-Incapacitating	NA	41.80854	-71.43678	FALSE	FALSE	Sorrento Street and Althea Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80854	-71.43678	2010	September
3594	2010-09-15	40808	7:27:00	Pedestrian	1	NA	FALSE	FALSE	1	STOKES ST	WESTMINSTER ST	9/15/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	6	1	Fatal	3	41.81673	-71.44282	FALSE	FALSE	Stokes Street and Westminster Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81673	-71.44282	2010	September
3595	2010-09-15	40857	15:23:00	Pedestrian	1	NA	FALSE	FALSE	1	PRAIRIE AVE	ELMA ST	9/15/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	No Controls	3	1	Pain Reported	NA	41.79712	-71.41122	FALSE	FALSE	Prairie Ave and Elma Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79712	-71.41122	2010	September
3596	2010-09-15	40858	18:03:00	Bicycle	NA	1	FALSE	FALSE	1	IVES ST	E MANNING ST	9/15/10	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	2	1	Non-Incapacitating	2	41.82703	-71.39282	FALSE	FALSE	Ives Street and E Manning Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82703	-71.39282	2010	September
3593	2010-09-17	41099	13:55:00	Bicycle	NA	1	FALSE	FALSE	2	BROADWAY	DEAN ST	9/17/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	No	Traffic Control Signal	3	1	Pain Reported	2	41.8214	-71.42253	FALSE	FALSE	Broadway and Dean Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8214	-71.42253	2010	September
3592	2010-09-18	41236	23:04:00	Bicycle	NA	1	FALSE	FALSE	1	GEORGE ST	THAYER ST	9/19/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Head-On (Front - to - Front)	Yes	Stop Signs	4	1	Pain Reported	2	41.82553	-71.40037	FALSE	FALSE	George Street and Thayer Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82553	-71.40037	2010	September
3591	2010-09-19	41247	14:00:00	Bicycle	NA	1	FALSE	FALSE	1	BLACKSTONE BLVD	ROCHAMBEAU AVE	9/19/10	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	2	1	Pain Reported	NA	41.84554	-71.38722	FALSE	FALSE	Blackstone Blvd and Rochambeau Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84554	-71.38722	2010	September
3588	2010-09-20	41336	17:07:00	Bicycle	NA	1	FALSE	FALSE	1	NELLIE ST	SELKIRK ST	9/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	No Controls	2	1	Pain Reported	NA	41.85738	-71.41087	FALSE	FALSE	Nellie Street and Selkirk Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.85738	-71.41087	2010	September
3589	2010-09-20	41337	17:13:00	Pedestrian	1	NA	FALSE	FALSE	1	507 Public st.	NA	9/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	4	1	Incapacitating	NA	41.82357	-71.47113	TRUE	TRUE	507 Public St., Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	2010	September
3590	2010-09-20	41355	15:21:00	Pedestrian	1	NA	FALSE	FALSE	1	OAKLAND AVE	SMITH ST	9/20/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Incapacitating	NA	41.83623	-71.43046	FALSE	FALSE	Oakland Ave and Smith Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83623	-71.43046	2010	September
3584	2010-09-23	41523	6:31:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EMPIRE ST	9/23/10	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Incapacitating	NA	41.82181	-71.41647	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82181	-71.41647	2010	September
3585	2010-09-23	41556	9:00:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	DEAN ST	9/23/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Stop Signs	6	1	Pain Reported	NA	41.81907	-71.42074	FALSE	FALSE	Washington Street and Dean Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81907	-71.42074	2010	September
3586	2010-09-23	41599	15:34:00	Pedestrian	1	NA	FALSE	FALSE	1	N MAIN ST	OLNEY ST	9/23/10	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Pain Reported	NA	41.83508	-71.40982	FALSE	FALSE	N Main Street and Olney Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.83508	-71.40982	2010	September
3587	2010-09-23	41713	16:51:00	Pedestrian	1	NA	FALSE	FALSE	1	ATLANTIC AVE	BROAD ST	9/23/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	2	41.79901	-71.41739	FALSE	FALSE	Atlantic Ave and Broad Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.79901	-71.41739	2010	September
3583	2010-09-24	41689	19:34:00	Bicycle	NA	1	FALSE	FALSE	2	HOPE ST	GLENDALE AVE	9/24/10	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Rear End(Front-to-Rear)	No	No Controls	4	1	Non-Incapacitating	NA	41.84739	-71.39582	FALSE	FALSE	Hope Street and Glendale Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.84739	-71.39582	2010	September
3580	2010-09-25	41724	3:11:00	Pedestrian	1	NA	FALSE	FALSE	1	LABAN ST	WEBSTER AVE	9/25/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	Stop Signs	1	1	Pain Reported	NA	41.81502	-71.45106	FALSE	FALSE	Laban Street and Webster Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81502	-71.45106	2010	September
3581	2010-09-25	41740	8:43:00	Pedestrian	1	NA	FALSE	FALSE	1	CHALKSTONE AVE	ACADEMY AVE	9/25/10	Two-Way , Not Divided	Dry	Daylight	Cloudy	Other	No	No Controls	3	1	Pain Reported	2	41.83241	-71.44431	FALSE	FALSE	Chalkstone Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83241	-71.44431	2010	September
3582	2010-09-25	43893	12:00:00	Pedestrian	1	NA	FALSE	FALSE	1	THAYER ST	CUSHING ST	9/25/10	One-Way Trafficway	Dry	Daylight	Clear	Other	No	No Controls	2	1	Incapacitating	NA	41.83003	-71.4009	FALSE	FALSE	Thayer Street and Cushing Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83003	-71.4009	2010	September
3579	2010-09-29	42161	19:59:00	Pedestrian	1	NA	FALSE	FALSE	1	12 harvard ave	NA	9/29/10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Incapacitating	NA	41.80044	-71.40304	TRUE	TRUE	12 Harvard Ave, Providence, RI, USA	High	Geocoded	TRUE	FALSE	Geocoded	NA	NA	2010	September
3574	2010-10-01	42284	12:28:00	Pedestrian	1	NA	FALSE	FALSE	1	VALLEY ST	BARSTOW ST	10/1/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Sideswipe, Same Direction	No	No Controls	6	1	Pain Reported	NA	41.82429	-71.43954	FALSE	FALSE	Valley Street and Barstow Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82429	-71.43954	2010	October
3575	2010-10-01	42399	21:47:00	Pedestrian	2	NA	FALSE	FALSE	1	EXCHANGE ST	WASHINGTON ST	10/1/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Unknown Lighting	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	2	Pain Reported	NA	41.8259	-71.41129	FALSE	FALSE	Exchange Street and Washington Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8259	-71.41129	2010	October
3576	2010-10-01	42460	14:55:00	Pedestrian	1	NA	FALSE	FALSE	1	VEAZIE ST	DOUGLAS AVE	10/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	2	1	Pain Reported	NA	41.85052	-71.43416	FALSE	FALSE	Veazie Street and Douglas Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.85052	-71.43416	2010	October
3577	2010-10-01	42470	17:05:00	Pedestrian	1	NA	FALSE	FALSE	1	FELIX ST	CHALKSTONE AVE	10/2/10	Two-Way , Not Divided	Dry	Daylight	Clear	Unknown	No	Stop Signs	5	1	Pain Reported	NA	41.83457	-71.42839	FALSE	FALSE	Felix Street and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83457	-71.42839	2010	October
3578	2010-10-01	46119	23:22:00	Pedestrian	1	NA	FALSE	FALSE	1	HARRIS AVE	EXIT 22C	10/2/10	Two-Way , Not Divided	Wet	Dark - Not Lighted	Rain	Head-On (Front - to - Front)	No	No Controls	3	1	Pain Reported	NA	41.82705	-71.42369	FALSE	FALSE	Harris Ave and Exit 22c, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.82705	-71.42369	2010	October
3572	2010-10-02	42459	18:57:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	STOKES ST	10/2/10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	NA	41.8167	-71.44258	FALSE	FALSE	Westminster Street and Stokes Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8167	-71.44258	2010	October
3573	2010-10-02	42517	16:53:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	ROUTE 6 WEST EXIT	10/3/10	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	3	1	Non-Incapacitating	NA	41.81461	-71.44678	FALSE	FALSE	Plainfield Street and Route 6 West Exit, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.81461	-71.44678	2010	October
3570	2010-10-03	42510	16:32:00	Pedestrian	1	NA	FALSE	FALSE	1	BATH ST	ORMS ST	10/3/10	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.8335	-71.42554	FALSE	FALSE	Bath Street and Orms Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8335	-71.42554	2010	October
3571	2010-10-03	43336	2:00:00	Pedestrian	1	NA	FALSE	FALSE	1	HANOVER STREET	ELMWOOD AVE	10/12/10	Unknown	Unknown	Unknown	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes	No Controls	1	1	Incapacitating	NA	41.80763	-71.4248	FALSE	FALSE	Hanover Street and Elmwood Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80763	-71.4248	2010	October
3568	2010-10-04	42539	8:09:00	Bicycle	NA	1	FALSE	FALSE	1	HOPE ST	CUSHING ST	10/4/10	Two-Way , Not Divided	Wet	Daylight	Rain	Sideswipe, Same Direction	No	No Controls	2	1	Pain Reported	NA	41.83013	-71.39868	FALSE	FALSE	Hope Street and Cushing Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83013	-71.39868	2010	October
3569	2010-10-04	42586	18:37:00	Pedestrian	1	NA	FALSE	FALSE	1	CARLETON ST	CHALKSTONE AVE	10/4/10	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Pain Reported	2	41.83284	-71.44811	FALSE	FALSE	Carleton Street and Chalkstone Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83284	-71.44811	2010	October
