row_number,crash_date,crash_report_id,crash_time,collision_type,count_pedestrian,count_bicycle,scooter,wheel_chair,number_of_vehicles,street_or_highway,nearest_intersection,report_date,type_of_roadway,road_surface_condition,light_condition,weather_condition,manner_of_impact,hit_and_run,traffic_control,person_count,injury_count,most_serious_injury,number_of_lanes,lat_raw,lon_raw,has_st_number,is_intersection_null,address_sent_to_geocoder,is_address_blank,lon_api_first_try,lat_api_first_try,type,loctype,address_returned_by_geocoder,address_returned_by_autocomplete,place_ids_autocompleted,lat_api_second_try,lon_api_second_try,lat_api_best,lon_api_best,api_coord_conf,distance_btwn_coords_meters
2233,2015-07-09,300440,11:47:00,Bicycle,NA,1,FALSE,FALSE,1,WASHINGTON ST,EXCHANGE ST,09-Jul-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Other,No,No Controls,6,1,Complains Of Pain,NA,41.8249,-71.4121,FALSE,FALSE,"Washington Street and Exchange Street, Providence, RI, USA",FALSE,-71.4118704,41.8265115,route,geometric_center,"exchange st, providence, ri 02903, usa","Washington Street & Exchange Street, Providence, RI, USA",EjhXYXNoaW5ndG9uIFN0cmVldCAmIEV4Y2hhbmdlIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCX8SrsYWReSJEW5MQFQ5jjSiEhQKEgl_Eq7GFkXkiRFuTEBUOY40ohoUChIJqdrNnBJF5IkRGgfQlqMSNPYaFAoSCdFSn9cWReSJERdKzs-n0Y0OIgoNZxnuGBVVim_V,41.8257255,-71.4110379,41.8257255,-71.4110379,Med,127.30661633898681
2234,2015-07-07,300118,11:56:00,Pedestrian,1,NA,FALSE,FALSE,1,39 ELMER STREET,DOUGLAS AVE,07-Jul-15,One-Way Trafficway,Wet,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,1,41.83495,-71.41617,TRUE,FALSE,"39 Elmer Street, Providence, RI, USA",FALSE,-71.4128343,41.8239891,locality,approximate,"providence, ri, usa",NA,NA,NA,NA,41.8239891,-71.4128343,High,1251.1401548933213
2235,2015-07-07,300169,18:18:00,Bicycle,NA,1,FALSE,FALSE,1,RANDALL SQ,RANDALL SQ,07-Jul-15,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,1,41.83677,-71.40991,FALSE,FALSE,"Randall Sq and Randall Sq, Providence, RI, USA",FALSE,-71.4108157,41.8366349,route,geometric_center,"randall square, providence, ri 02904, usa","Randall Street & Randall Square, Providence, RI, USA",EjRSYW5kYWxsIFN0cmVldCAmIFJhbmRhbGwgU3F1YXJlLCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJIWQqZR5F5IkRdu9nl8nwkm4SFAoSCSFkKmUeReSJEXbvZ5fJ8JJuGhQKEgmXgCFvHkXkiREFR8Ne4aJLqhoUChIJB8ydYR5F5IkR7I-U6kQOzL0iCg2zyu8YFWV_b9U,41.8368179,-71.4113179,41.8368179,-71.4113179,Med,116.89057670949478
2236,2015-07-06,299972,17:17:00,Bicycle,NA,1,FALSE,FALSE,1,RIVER AVE,MOORLAND AVE,06-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,3,1,Non-Incapacitating,NA,41.83752,-71.43973,FALSE,FALSE,"River Ave and Moorland Ave, Providence, RI, USA",FALSE,-71.43974539999999,41.8375521,intersection,geometric_center,"moorland ave & river ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8375521,-71.43974539999999,Med High,3.7947597576053718
2237,2015-07-05,299644,21:50:00,Pedestrian,1,NA,FALSE,FALSE,1,PUBLIC ST,OCEAN ST,05-Jul-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,5,1,Incapacitating,2,41.80622,-71.41193,FALSE,FALSE,"Public Street and Ocean Street, Providence, RI, USA",FALSE,-71.4119347,41.806231,intersection,geometric_center,"public st & ocean st, providence, ri 02905, usa",NA,NA,NA,NA,41.806231,-71.4119347,Med High,1.2851197073473455
2238,2015-07-04,304343,21:38:00,Pedestrian,1,NA,FALSE,FALSE,1,DOUGLAS AVE,ADMIRAL ST,01-Aug-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,NA,41.8461,-71.42905,FALSE,FALSE,"Douglas Ave and Admiral Street, Providence, RI, USA",FALSE,-71.4289636,41.8460618,intersection,geometric_center,"admiral st & douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8460618,-71.4289636,Med High,8.331733035070549
2239,2015-07-03,299497,11:10:00,Bicycle,NA,1,FALSE,FALSE,1,INDIA ST.,GANO ST.,03-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,6,1,Incapacitating,2,41.81865,-71.38932,FALSE,FALSE,"India St. and Gano St., Providence, RI, USA",FALSE,-71.3895442,41.8187929,intersection,geometric_center,"gano st & india st, providence, ri 02903, usa",NA,NA,NA,NA,41.8187929,-71.3895442,Med High,24.47470740408126
2240,2015-07-03,299499,16:15:00,Pedestrian,1,NA,FALSE,FALSE,1,MANTON AVE,FRUIT HILL AVE,03-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,0,No Injury,NA,41.83388,-71.46783,FALSE,FALSE,"Manton Ave and Fruit Hill Ave, Providence, RI, USA",FALSE,-71.46779980000001,41.8339162,intersection,geometric_center,"manton ave & fruit hill ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8339162,-71.46779980000001,Med High,4.744817231824867
2241,2015-07-03,299525,18:02:00,Bicycle,NA,1,FALSE,FALSE,1,MESSER ST,CRANSTON ST,03-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Stop Signs,2,1,Complains Of Pain,2,41.80963,-71.43345,FALSE,FALSE,"Messer Street and Cranston Street, Providence, RI, USA",FALSE,-71.43343449999999,41.809637,intersection,geometric_center,"cranston st & messer st, providence, ri 02907, usa",NA,NA,NA,NA,41.809637,-71.43343449999999,Med High,1.5037407571869208
2242,2015-07-02,299395,17:19:00,Bicycle,NA,1,FALSE,FALSE,2,DEXTER ST,POTTERS AVE,02-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,0,No Injury,2,41.80249,-71.43059,FALSE,FALSE,"Dexter Street and Potters Ave, Providence, RI, USA",FALSE,-71.4305866,41.8024973,intersection,geometric_center,"potters ave & dexter st, providence, ri 02907, usa",NA,NA,NA,NA,41.8024973,-71.4305866,Med High,0.8602180102863454
2243,2015-07-01,299120,10:57:00,Bicycle,NA,1,FALSE,FALSE,1,ATWELLS AVE,EAGLE ST,01-Jul-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,6,1,Non-Incapacitating,NA,41.82446,-71.4355,FALSE,FALSE,"Atwells Ave and Eagle Street, Providence, RI, USA",FALSE,-71.4354014,41.8244572,intersection,geometric_center,"atwells ave & eagle st, providence, ri 02909, usa",NA,NA,NA,NA,41.8244572,-71.4354014,Med High,8.185233498549849
2244,2015-06-30,298900,08:35:00,Bicycle,NA,1,FALSE,FALSE,1,POINT STREET,SOUTH MAIN STREET,30-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Traffic Control Signal,2,1,Complains Of Pain,4,41.83183,-71.41726,FALSE,FALSE,"Point Street and South Main Street, Providence, RI, USA",FALSE,-71.4037098,41.8208275,route,geometric_center,"s main st, providence, ri 02903, usa",NA,NA,NA,NA,41.8208275,-71.4037098,Med,1662.3858196718945
2245,2015-06-30,298996,14:24:00,Pedestrian,1,NA,FALSE,FALSE,1,344 Washington St,DEAN ST,30-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.81913,-71.42064,TRUE,FALSE,"344 Washington Street, Providence, RI, USA",FALSE,-71.4204154,41.8189574,premise,rooftop,"344 washington st, providence, ri 02903, usa",NA,NA,NA,NA,41.8189574,-71.4204154,High,26.76492166084442
2246,2015-06-29,298773,10:16:00,Bicycle,NA,1,FALSE,FALSE,1,BROAD STREET,ALDRICH AVENUE,29-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,1,Complains Of Pain,2,41.83296,-71.41682,FALSE,FALSE,"Broad Street and Aldrich Avenue, Providence, RI, USA",FALSE,-71.4697719,41.780457,route,geometric_center,"aldrich ave, cranston, ri 02920, usa",NA,NA,NA,NA,41.780457,-71.4697719,Med,7311.974183398623
2247,2015-06-29,298838,17:50:00,Pedestrian,1,NA,FALSE,FALSE,1,Union Ave,WEBSTER AVE,29-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.80683,-71.44755,FALSE,FALSE,"Union Ave and Webster Ave, Providence, RI, USA",FALSE,-71.4484433,41.8087282,route,geometric_center,"webster ave, providence, ri, usa","Union Ave & Webster Ave, Providence, RI, USA",EixVbmlvbiBBdmUgJiBXZWJzdGVyIEF2ZSwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCYGwTPiJReSJEdURK9jB___mEhQKEgmBsEz4iUXkiRHVESvYwf__5hoUChIJI4HrOIpF5IkRntWfMLDFiC8aFAoSCUtPViuKReSJEQVPEPvUiEI-IgoNUDfrGBUa-GnV,41.8068304,-71.4475494,41.8068304,-71.4475494,Med,0.06679371326648434
2248,2015-06-28,298518,02:26:00,Pedestrian,1,NA,FALSE,FALSE,1,115 Harris Ave,HARRIS AVE EXIT 22C,28-Jun-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,NA,41.82704,-71.42376,TRUE,FALSE,"115 Harris Ave, Providence, RI, USA",FALSE,-71.4237416,41.8274083,premise,rooftop,"115 harris ave, providence, ri 02903, usa",NA,NA,NA,NA,41.8274083,-71.4237416,High,41.02736875777388
2249,2015-06-25,298108,11:23:00,Bicycle,NA,1,FALSE,FALSE,1,WESTMINISTER STREET,NA,25-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,41.83651,-71.4149,FALSE,TRUE,"Westminister Street, Providence, RI, USA",FALSE,-71.4257801,41.8171825,route,geometric_center,"westminster st, providence, ri, usa",NA,NA,NA,NA,41.8171825,-71.4257801,Inaccurate,2333.154218396181
2250,2015-06-25,298150,17:15:00,Bicycle,NA,1,FALSE,FALSE,1,69 Capron St,JULIAN ST,25-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,2,41.82014,-71.44537,TRUE,FALSE,"69 Capron Street, Providence, RI, USA",FALSE,-71.4452443,41.8202289,premise,rooftop,"69 capron st, providence, ri 02909, usa",NA,NA,NA,NA,41.8202289,-71.4452443,High,14.376409098965937
2251,2015-06-22,297614,11:06:00,Pedestrian,1,NA,FALSE,FALSE,1,EDDY STREET,APPLEGATE LANE,22-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,5,1,Complains Of Pain,2,41.83413,-71.4166,FALSE,FALSE,"Eddy Street and Applegate Lane, Providence, RI, USA",FALSE,-71.40554449999999,41.7989684,intersection,geometric_center,"applegate ln & eddy st, providence, ri 02905, usa",NA,NA,NA,NA,41.7989684,-71.40554449999999,Med High,4020.2015861545883
2252,2015-06-20,297365,13:24:00,Pedestrian,1,NA,FALSE,FALSE,1,ACADEMY AVE,CHALKSTONE AVE,20-Jun-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Incapacitating,NA,41.8324,-71.44452,FALSE,FALSE,"Academy Ave and Chalkstone Ave, Providence, RI, USA",FALSE,-71.44452489999999,41.8324538,intersection,geometric_center,"academy ave & chalkstone ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8324538,-71.44452489999999,Med High,6.002763221695537
2253,2015-06-19,297270,21:13:00,Bicycle,NA,1,FALSE,FALSE,1,79 Elmwood Ave,ELMWOOD AVE,19-Jun-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,3,1,Complains Of Pain,2,41.80981,-71.4241,TRUE,FALSE,"79 Elmwood Ave, Providence, RI, USA",FALSE,-71.4244661,41.81036719999999,premise,rooftop,"79 elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.81036719999999,-71.4244661,High,69.06592057860485
2254,2015-06-18,297045,17:59:00,Pedestrian,1,NA,FALSE,FALSE,1,HAWKINS ST,BRANCH AVE,18-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Incapacitating,NA,41.85065,-71.42217,FALSE,FALSE,"Hawkins Street and Branch Ave, Providence, RI, USA",FALSE,-71.4214171,41.8509231,intersection,geometric_center,"hawkins st & branch ave, providence, ri 02904, usa",NA,NA,NA,NA,41.8509231,-71.4214171,Med High,69.43936276055284
2255,2015-06-17,296896,14:59:00,Bicycle,NA,1,FALSE,FALSE,1,JILLSON ST,EDDY ST,17-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,2,1,Complains Of Pain,2,41.7914,-71.40344,FALSE,FALSE,"Jillson Street and Eddy Street, Providence, RI, USA",FALSE,-71.4034455,41.7914259,intersection,geometric_center,"eddy st & jillson st, providence, ri 02905, usa",NA,NA,NA,NA,41.7914259,-71.4034455,Med High,2.919088011861359
2256,2015-06-16,296702,16:19:00,Pedestrian,1,NA,FALSE,FALSE,1,499 PLAINFIELD ST,NA,16-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,2,41.81326,-71.45502,TRUE,TRUE,"499 Plainfield Street, Providence, RI, USA",FALSE,-71.4551615,41.8134795,premise,rooftop,"499 plainfield st, providence, ri 02909, usa",NA,NA,NA,NA,41.8134795,-71.4551615,High,27.108675738590993
2257,2015-06-16,296732,14:48:00,Bicycle,NA,1,FALSE,FALSE,1,North Main St,N MAIN ST,16-Jun-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,0,No Injury,4,41.83659,-71.40961,FALSE,FALSE,"North Main Street and N Main Street, Providence, RI, USA",FALSE,-71.700964,41.9595187,intersection,geometric_center,"n main st & pascoag main st, burrillville, ri 02859, usa",NA,NA,NA,NA,41.9595187,-71.700964,Med High,27749.981983300542
2258,2015-06-15,296598,19:20:00,Pedestrian,1,NA,FALSE,FALSE,1,EDDY ST,RHODES ST,15-Jun-15,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Pavement Markings,1,0,No Injury,2,41.80821,-71.40724,FALSE,FALSE,"Eddy Street and Rhodes Street, Providence, RI, USA",FALSE,-71.4072355,41.808252,intersection,geometric_center,"rhodes st & eddy st, providence, ri 02905, usa",NA,NA,NA,NA,41.808252,-71.4072355,Med High,4.690304745713995
2259,2015-06-13,296247,07:29:00,Bicycle,NA,1,FALSE,FALSE,1,WESTMINISTER STREET,DEAN STREET,13-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,1,Non-Incapacitating,2,41.83651,-71.4149,FALSE,FALSE,"Westminister Street and Dean Street, Providence, RI, USA",FALSE,-71.4201851,41.8182066,intersection,geometric_center,"dean st & westminster st, providence, ri 02903, usa",NA,NA,NA,NA,41.8182066,-71.4201851,Med High,2084.1557448423646
2260,2015-06-12,296220,20:38:00,Bicycle,NA,1,FALSE,FALSE,1,Appleton St,DELAINE ST,13-Jun-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,2,41.81916,-71.44299,FALSE,FALSE,"Appleton Street and Delaine Street, Providence, RI, USA",FALSE,-71.442917,41.81905,intersection,geometric_center,"delaine st & appleton st, providence, ri 02909, usa",NA,NA,NA,NA,41.81905,-71.442917,Med High,13.660921384230141
2261,2015-06-10,295741,05:49:00,Bicycle,NA,1,FALSE,FALSE,1,GASPEE ST,FRANCIS ST,10-Jun-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dawn,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,2,1,Complains Of Pain,NA,41.82915,-71.41485,FALSE,FALSE,"Gaspee Street and Francis Street, Providence, RI, USA",FALSE,-71.4150688,41.8291763,intersection,geometric_center,"gaspee st & francis st, providence, ri 02903, usa",NA,NA,NA,NA,41.8291763,-71.4150688,Med High,18.38369648211028
2262,2015-06-10,295789,09:18:00,Pedestrian,1,NA,FALSE,FALSE,1,530 NORTH MAIN STREET,NA,10-Jun-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,4,41.83651,-71.4149,TRUE,TRUE,"530 North Main Street, Providence, RI, USA",FALSE,-71.4100844,41.8363567,street_address,rooftop,"530 n main st, providence, ri 02904, usa",NA,NA,NA,NA,41.8363567,-71.4100844,High,399.76454692702674
2263,2015-06-09,295641,08:46:00,Pedestrian,1,NA,FALSE,FALSE,1,25 BRAMAN ST,MORRIS AVE,09-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.84623,-71.39533,TRUE,FALSE,"25 Braman Street, Providence, RI, USA",FALSE,-71.39546670000001,41.8461117,premise,rooftop,"25 braman st, providence, ri 02906, usa",NA,NA,NA,NA,41.8461117,-71.39546670000001,High,17.37613913717626
2264,2015-06-08,295540,15:02:00,Bicycle,NA,1,FALSE,FALSE,1,MEDWAY ST,GANO ST,08-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Non-Incapacitating,NA,41.82887,-71.39087,FALSE,FALSE,"Medway Street and Gano Street, Providence, RI, USA",FALSE,-71.3908623,41.8288913,intersection,geometric_center,"gano st & medway st, providence, ri 02906, usa",NA,NA,NA,NA,41.8288913,-71.3908623,Med High,2.4556226726096857
2265,2015-06-06,295894,21:23:00,Pedestrian,1,NA,FALSE,FALSE,1,Florence St,MANTON AVE,10-Jun-15,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,NA,41.82027,-71.44695,FALSE,FALSE,"Florence Street and Manton Ave, Providence, RI, USA",FALSE,-71.4470068,41.8202523,intersection,geometric_center,"florence st & manton ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8202523,-71.4470068,Med High,5.107477207924876
2266,2015-06-04,294848,07:48:00,Pedestrian,1,NA,FALSE,FALSE,1,PRAIRIE AVE,THURBERS AVE,04-Jun-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,6,1,Incapacitating,NA,41.79847,-71.41179,FALSE,FALSE,"Prairie Ave and Thurbers Ave, Providence, RI, USA",FALSE,-71.41191049999999,41.7987434,intersection,geometric_center,"thurbers ave & prairie ave, providence, ri 02905, usa",NA,NA,NA,NA,41.7987434,-71.41191049999999,Med High,32.03552032862826
2267,2015-06-04,294881,12:28:00,Pedestrian,1,NA,FALSE,FALSE,1,WESTMINSTER ST,COLLEGE ST,04-Jun-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Incapacitating,NA,41.82529,-71.40895,FALSE,FALSE,"Westminster Street and College Street, Providence, RI, USA",FALSE,-71.4088081,41.8253077,intersection,geometric_center,"westminster st & college st, providence, ri 02903, usa",NA,NA,NA,NA,41.8253077,-71.4088081,Med High,11.93483387030776
2268,2015-06-04,294895,15:35:00,Pedestrian,1,NA,FALSE,FALSE,1,VERMONT AVE,VIRGINIA AVE,04-Jun-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.78876,-71.39591,FALSE,FALSE,"Vermont Ave and Virginia Ave, Providence, RI, USA",FALSE,-71.3989933,41.7882176,intersection,geometric_center,"vermont ave & virginia ave, providence, ri 02905, usa",NA,NA,NA,NA,41.7882176,-71.3989933,Med High,262.9430999702467
2269,2015-06-02,294653,11:23:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,BROAD ST,02-Jun-15,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.78612,-71.40179,FALSE,FALSE,"Broad Street and Broad Street, Providence, RI, USA",FALSE,-71.4101636,41.7945838,route,geometric_center,"broad st, providence, ri, usa",NA,NA,NA,NA,41.7945838,-71.4101636,Med,1170.7835292814743
2270,2015-05-30,294183,16:40:00,Bicycle,NA,1,FALSE,FALSE,1,DOUGLAS AVE,GODDARD ST,30-May-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,2,41.83513,-71.41736,FALSE,FALSE,"Douglas Ave and Goddard Street, Providence, RI, USA",FALSE,-71.41753349999999,41.8352116,intersection,geometric_center,"goddard st & douglas ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8352116,-71.41753349999999,Med High,17.017343808681407
2271,2015-05-28,293911,19:35:00,Pedestrian,1,NA,FALSE,FALSE,1,Eddy Street,ERNEST ST,28-May-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.79512,-71.40451,FALSE,FALSE,"Eddy Street and Ernest Street, Providence, RI, USA",FALSE,-71.4045029,41.79512,intersection,geometric_center,"eddy st & ernest st, providence, ri 02905, usa",NA,NA,NA,NA,41.79512,-71.4045029,Med High,0.5892455297496721
2272,2015-05-27,293763,08:54:00,Pedestrian,1,NA,FALSE,FALSE,1,6 GALLUP ST,BURNSIDE ST,27-May-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,NA,41.80039,-71.41057,TRUE,FALSE,"6 Gallup Street, Providence, RI, USA",FALSE,-71.40800089999999,41.80083219999999,premise,rooftop,"6 gallup st, providence, ri 02905, usa",NA,NA,NA,NA,41.80083219999999,-71.40800089999999,High,218.8064116391242
2273,2015-05-27,293789,14:12:00,Bicycle,NA,1,FALSE,FALSE,1,601 N. MAIN ST,N MAIN ST,27-May-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.83717,-71.40948,TRUE,FALSE,"601 N. Main Street, Providence, RI, USA",FALSE,-71.40832139999999,41.83723930000001,subpremise,rooftop,"601 n main st, providence, ri 02904, usa",NA,NA,NA,NA,41.83723930000001,-71.40832139999999,High,96.40091612788244
2274,2015-05-24,293383,20:26:00,Pedestrian,1,NA,FALSE,FALSE,1,PEMBROKE AVE,CHAD BROWN ST,24-May-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,No Controls,2,1,Complains Of Pain,NA,41.83909,-71.43026,FALSE,FALSE,"Pembroke Ave and Chad Brown Street, Providence, RI, USA",FALSE,-71.43023720000001,41.8391171,intersection,geometric_center,"chad brown st & pembroke ave, providence, ri 02908, usa",NA,NA,NA,NA,41.8391171,-71.43023720000001,Med High,3.5603976074908488
2275,2015-05-24,293386,19:34:00,Pedestrian,1,NA,FALSE,FALSE,1,680 Admiral Street,NA,24-May-15,Unknown,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Incapacitating,NA,41.84927,-71.43911,TRUE,TRUE,"680 Admiral Street, Providence, RI, USA",FALSE,-71.43929159999999,41.8491799,premise,rooftop,"680 admiral st, providence, ri 02908, usa",NA,NA,NA,NA,41.8491799,-71.43929159999999,High,18.09315829486878
