row_number,crash_date,crash_report_id,crash_time,collision_type,count_pedestrian,count_bicycle,scooter,wheel_chair,number_of_vehicles,street_or_highway,nearest_intersection,report_date,type_of_roadway,road_surface_condition,light_condition,weather_condition,manner_of_impact,hit_and_run,traffic_control,person_count,injury_count,most_serious_injury,number_of_lanes,lat_raw,lon_raw,has_st_number,is_intersection_null,address_sent_to_geocoder,is_address_blank,lon_api_first_try,lat_api_first_try,type,loctype,address_returned_by_geocoder,address_returned_by_autocomplete,place_ids_autocompleted,lat_api_second_try,lon_api_second_try,lat_api_best,lon_api_best,api_coord_conf,distance_btwn_coords_meters
2189,2015-09-02,309725,20:22:00,Pedestrian,2,NA,FALSE,FALSE,1,Francis St,Memorial Blvd,03-Sep-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,2,Complains Of Pain,NA,41.82616,-71.41545,FALSE,FALSE,"Francis Street and Memorial Blvd, Providence, RI, USA",FALSE,-71.4134258,41.8263996,route,geometric_center,"memorial blvd, providence, ri 02903, usa","Francis Street & Memorial Blvd, Providence, RI, USA",EjNGcmFuY2lzIFN0cmVldCAmIE1lbW9yaWFsIEJsdmQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgkDtc6dEUXkiRFK7mftfMbegBIUChIJA7XOnRFF5IkRSu5n7XzG3oAaFAoSCeMKJVkQReSJEQnXa5JsDkKbGhQKEgn3LDO1FkXkiRGsznR5eOTavSIKDRwg7hgVW-Bu1Q,41.8258972,-71.4153893,41.8258972,-71.4153893,Med,29.68491858635666
2190,2015-08-29,308903,12:18:00,Pedestrian,1,NA,FALSE,FALSE,1,1215 N. MAIN STREET,7TH ST,29-Aug-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,5,1,Complains Of Pain,2,41.85336,-71.40101,TRUE,FALSE,"1215 N. Main Street, Providence, RI, USA",FALSE,-71.4007141,41.8532263,premise,geometric_center,"1215 n main st, providence, ri 02904, usa",NA,NA,NA,NA,41.8532263,-71.4007141,High,28.696490572779087
2191,2015-08-29,308978,20:39:00,Bicycle,NA,1,FALSE,FALSE,1,Cranston St,DODGE ST,29-Aug-15,"Two-Way , Not Divided",Unknown,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,1,1,Complains Of Pain,NA,41.81439,-71.42613,FALSE,FALSE,"Cranston Street and Dodge Street, Providence, RI, USA",FALSE,-71.42590419999999,41.8145699,intersection,geometric_center,"cranston st & dodge st, providence, ri 02907, usa",NA,NA,NA,NA,41.8145699,-71.42590419999999,Med High,27.422959991344204
2192,2015-08-27,308601,18:03:00,Pedestrian,1,NA,FALSE,FALSE,1,Broad Street,ALDRICH ST,27-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.7936,-71.40895,FALSE,FALSE,"Broad Street and Aldrich Street, Providence, RI, USA",FALSE,-71.4071857,41.7945459,route,geometric_center,"aldrich st, providence, ri 02905, usa","Broad Street & Aldrich Street, Providence, RI, USA",EjJCcm9hZCBTdHJlZXQgJiBBbGRyaWNoIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCelQzPWMT-SJEfEyNbUOAjRxEhQKEgnpUMz1jE_kiRHxMjW1DgI0cRoUChIJg9591YxP5IkRLKLKk5hLCKMaFAoSCTuV4FeLT-SJEfCTNf2eOQHCIgoNmDPpGBXz2m_V,41.793628,-71.4089741,41.793628,-71.4089741,Med,3.703511736664372
2193,2015-08-23,307882,18:45:00,Pedestrian,1,NA,FALSE,FALSE,1,CROWNINSHIELD ST,MERINO ST,23-Aug-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,NA,41.81741,-71.45831,FALSE,FALSE,"Crowninshield Street and Merino Street, Providence, RI, USA",FALSE,-71.458626,41.8172,intersection,geometric_center,"merino st & crowninshield st, providence, ri 02909, usa",NA,NA,NA,NA,41.8172,-71.458626,Med High,35.12539170473968
2194,2015-08-21,307645,15:26:00,Pedestrian,1,NA,FALSE,FALSE,1,UNION AVE,MESSER ST,21-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.81013,-71.43513,FALSE,FALSE,"Union Ave and Messer Street, Providence, RI, USA",FALSE,-71.4351315,41.8101444,intersection,geometric_center,"messer st & union ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8101444,-71.4351315,Med High,1.6078250099562417
2195,2015-08-20,307519,17:14:00,Bicycle,NA,1,FALSE,FALSE,1,CHARLES ST,ORMS ST,20-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,NA,41.83515,-71.41153,FALSE,FALSE,"Charles Street and Orms Street, Providence, RI, USA",FALSE,-71.41138579999999,41.8348611,intersection,geometric_center,"charles st & orms st, providence, ri 02904, usa",NA,NA,NA,NA,41.8348611,-71.41138579999999,Med High,34.312113858642135
2196,2015-08-16,306887,17:21:00,Bicycle,NA,1,FALSE,FALSE,1,CRANSTON ST,DEXTER ST,16-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,NA,41.8126,-71.42959,FALSE,FALSE,"Cranston Street and Dexter Street, Providence, RI, USA",FALSE,-71.429588,41.81260289999999,intersection,geometric_center,"cranston st & dexter st, providence, ri 02907, usa",NA,NA,NA,NA,41.81260289999999,-71.429588,Med High,0.36297774024425583
2197,2015-08-16,306962,11:48:00,Pedestrian,1,NA,FALSE,FALSE,1,BROAD ST,FRANCIS GREEN MEMORIAL BLVD,17-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,No Controls,3,2,Complains Of Pain,NA,41.79341,-71.40871,FALSE,FALSE,"Broad Street and Francis Green Memorial Blvd, Providence, RI, USA",FALSE,-71.414551,41.787292,route,geometric_center,"green memorial blvd, providence, ri, usa",NA,NA,NA,NA,41.787292,-71.414551,Med,835.9773767526293
2198,2015-08-14,306806,09:28:00,Pedestrian,1,NA,FALSE,FALSE,1,MANTON AVE,PELHAM ST,14-Aug-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,5,1,Complains Of Pain,NA,41.82092,-71.44779,FALSE,FALSE,"Manton Ave and Pelham Street, Providence, RI, USA",FALSE,-71.44779319999999,41.8209354,intersection,geometric_center,"pelham st & manton ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8209354,-71.44779319999999,Med High,1.734752755835914
2199,2015-08-13,306552,16:49:00,Bicycle,NA,1,FALSE,FALSE,1,WENDELL ST,SUPERIOR ST,13-Aug-15,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,NA,41.811,-71.43428,FALSE,FALSE,"Wendell Street and Superior Street, Providence, RI, USA",FALSE,-71.4343524,41.8110124,intersection,geometric_center,"wendell st & superior st, providence, ri 02907, usa",NA,NA,NA,NA,41.8110124,-71.4343524,Med High,6.1637090744906455
2200,2015-08-13,306569,17:06:00,Bicycle,NA,1,FALSE,FALSE,1,CLIFFORD ST,DORRANCE ST,13-Aug-15,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,4,1,Non-Incapacitating,NA,41.82153,-71.40884,FALSE,FALSE,"Clifford Street and Dorrance Street, Providence, RI, USA",FALSE,-71.4088055,41.8216128,intersection,geometric_center,"clifford st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8216128,-71.4088055,Med High,9.651379053026258
2201,2015-08-13,306647,22:30:00,Bicycle,NA,1,FALSE,FALSE,2,1314 BROAD STREET,BROAD ST,13-Aug-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.791,-71.40586,TRUE,FALSE,"1314 Broad Street, Providence, RI, USA",FALSE,-71.4055424,41.7910074,street_address,range_interpolated,"1314 broad st, providence, ri 02905, usa",NA,NA,NA,NA,41.7910074,-71.4055424,High,26.37292450969577
2202,2015-08-12,306407,12:55:00,Pedestrian,1,NA,FALSE,FALSE,1,DORRANCE STREET,WESTMINISTER STREET,12-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,0,No Injury,2,41.82953,-71.41802,FALSE,FALSE,"Dorrance Street and Westminister Street, Providence, RI, USA",FALSE,-71.4116693,41.8236083,intersection,geometric_center,"westminster st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8236083,-71.4116693,Med High,843.8390984289496
2203,2015-08-12,306427,18:01:00,Pedestrian,1,NA,FALSE,FALSE,1,W EXCHANGE ST,EXCHANGE TER,12-Aug-15,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,NA,41.82484,-71.41534,FALSE,FALSE,"W Exchange Street and Exchange Ter, Providence, RI, USA",FALSE,-71.41480469999999,41.8250247,intersection,geometric_center,"exchange terrace & w exchange st, providence, ri 02903, usa",NA,NA,NA,NA,41.8250247,-71.41480469999999,Med High,48.93421833702044
2204,2015-08-11,306246,16:48:00,Pedestrian,1,NA,FALSE,FALSE,1,ELM ST,HOSPITAL ST,11-Aug-15,"Two-Way , Not Divided",Wet,Daylight,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,3,1,Complains Of Pain,NA,41.81705,-71.4105,FALSE,FALSE,"Elm Street and Hospital Street, Providence, RI, USA",FALSE,-71.4098763,41.8161991,route,geometric_center,"hospital st, providence, ri 02903, usa","Elm Street & Hospital Street, Providence, RI, USA",EjFFbG0gU3RyZWV0ICYgSG9zcGl0YWwgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJq0PzCmtF5IkRb2MHyAnILcASFAoSCatD8wprReSJEW9jB8gJyC3AGhQKEgk3rZQca0XkiRHRY1B-6xTUnRoUChIJu78rsmtF5IkRcLDBhXqd3_QiCg0nxuwYFdWfb9U,41.8170407,-71.4104875,41.8170407,-71.4104875,Med,1.4653523508745119
2205,2015-08-10,306079,13:18:00,Pedestrian,1,NA,FALSE,FALSE,1,THAYER ST,POWER ST,10-Aug-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,NA,41.82324,-71.40007,FALSE,FALSE,"Thayer Street and Power Street, Providence, RI, USA",FALSE,-71.4000173,41.8229706,intersection,geometric_center,"thayer st & power st, providence, ri 02912, usa",NA,NA,NA,NA,41.8229706,-71.4000173,Med High,30.306449280873913
2206,2015-08-10,306111,17:00:00,Pedestrian,1,NA,FALSE,FALSE,1,Nye St,ALVERSON AVE,10-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Non-Incapacitating,NA,41.81697,-71.45941,FALSE,FALSE,"Nye Street and Alverson Ave, Providence, RI, USA",FALSE,-71.4594499,41.8169709,intersection,geometric_center,"nye st & alverson ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8169709,-71.4594499,Med High,3.3117805059010212
2207,2015-08-10,306128,19:36:00,Bicycle,NA,1,FALSE,FALSE,1,500 Cranston St,NA,10-Aug-15,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,NA,41.80947,-71.43356,TRUE,TRUE,"500 Cranston Street, Providence, RI, USA",FALSE,-71.433289,41.8095191,premise,rooftop,"500 cranston st, providence, ri 02907, usa",NA,NA,NA,NA,41.8095191,-71.433289,High,23.140644892746504
2208,2015-08-08,305839,21:31:00,Bicycle,NA,1,FALSE,FALSE,1,MANTON AVE,RUSHMORE AVE,08-Aug-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Incapacitating,2,41.82576,-71.45701,FALSE,FALSE,"Manton Ave and Rushmore Ave, Providence, RI, USA",FALSE,-71.45701079999999,41.8257711,intersection,geometric_center,"manton ave & rushmore ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8257711,-71.45701079999999,Med High,1.2374270988793143
2209,2015-08-06,305473,20:19:00,Bicycle,NA,1,FALSE,FALSE,1,Grand St,POTTERS AVE,06-Aug-15,"Two-Way , Not Divided",Dry,Unknown,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,1,Complains Of Pain,2,41.80245,-71.4322,FALSE,FALSE,"Grand Street and Potters Ave, Providence, RI, USA",FALSE,-71.4319158,41.8029682,intersection,geometric_center,"potters ave & grand st, providence, ri 02907, usa",NA,NA,NA,NA,41.8029682,-71.4319158,Med High,62.320416916594134
2210,2015-08-05,305204,16:03:00,Bicycle,NA,1,FALSE,FALSE,1,North Main St,FROST ST,05-Aug-15,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Complains Of Pain,4,41.85138,-71.40235,FALSE,FALSE,"North Main Street and Frost Street, Providence, RI, USA",FALSE,-71.4034541,41.8516888,route,geometric_center,"frost st, providence, ri 02904, usa","North Main Street & Frost Street, Providence, RI, USA",EjVOb3J0aCBNYWluIFN0cmVldCAmIEZyb3N0IFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCX19LNrDROSJEaL1DS0QAB8hEhQKEgl9fSzaw0TkiRGi9Q0tEAAfIRoUChIJ-fpBPd5E5IkRX9etvg1cIz8aFAoSCX1-qSvCROSJEY8EJfDcpgnIIgoNkgHyGBXO3HDV,41.85132979999999,-71.402373,41.85132979999999,-71.402373,Med,5.904711820238785
2211,2015-08-05,305294,15:30:00,Bicycle,NA,1,FALSE,FALSE,1,MOORE ST,UPDIKE ST,05-Aug-15,Unknown,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Complains Of Pain,NA,41.80482,-71.422,FALSE,FALSE,"Moore Street and Updike Street, Providence, RI, USA",FALSE,-71.42243859999999,41.80481260000001,intersection,geometric_center,"updike st & moore st, providence, ri 02907, usa",NA,NA,NA,NA,41.80481260000001,-71.42243859999999,Med High,36.40424904581573
2212,2015-08-03,304799,18:33:00,Pedestrian,1,NA,FALSE,FALSE,1,16 BARRY ROAD,BARRY RD,03-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,1,Non-Incapacitating,NA,41.81821,-71.4504,TRUE,FALSE,"16 Barry Road, Providence, RI, USA",FALSE,-71.45030179999999,41.8177507,street_address,rooftop,"16 barry rd, providence, ri 02909, usa",NA,NA,NA,NA,41.8177507,-71.45030179999999,High,51.77404335276236
2213,2015-08-03,306183,12:56:00,Bicycle,NA,1,FALSE,FALSE,1,ELMWOOD AVE,ELMWOOD AVE,11-Aug-15,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,1,Complains Of Pain,NA,41.80736,-71.42484,FALSE,FALSE,"Elmwood Ave and Elmwood Ave, Providence, RI, USA",FALSE,-71.4229658,41.7920613,route,geometric_center,"elmwood ave, providence, ri, usa",NA,NA,NA,NA,41.7920613,-71.4229658,Med,1710.1308956270027
2214,2015-08-02,304577,16:40:00,Bicycle,1,NA,FALSE,FALSE,1,Kenwood St,MESSER ST,02-Aug-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,41.80992,-71.43438,FALSE,FALSE,"Kenwood Street and Messer Street, Providence, RI, USA",FALSE,-71.4343567,41.8099484,intersection,geometric_center,"kenwood st & messer st, providence, ri 02909, usa",NA,NA,NA,NA,41.8099484,-71.4343567,Med High,3.7057339577680306
2215,2015-08-01,304397,19:07:00,Pedestrian,1,NA,FALSE,FALSE,1,Smith St,HOLDEN ST,01-Aug-15,"Two-Way , Not Divided",Dry,Dusk,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,4,1,Complains Of Pain,2,41.83219,-71.41798,FALSE,FALSE,"Smith Street and Holden Street, Providence, RI, USA",FALSE,-71.41800549999999,41.8322069,intersection,geometric_center,"holden st & smith st, providence, ri 02908, usa",NA,NA,NA,NA,41.8322069,-71.41800549999999,Med High,2.830697650022485
2216,2015-07-31,304260,18:50:00,Bicycle,NA,1,FALSE,FALSE,1,21 FELIX ST,CHALKSTONE AVE,31-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,NA,41.83276,-71.4279,TRUE,FALSE,"21 Felix Street, Providence, RI, USA",FALSE,-71.4277183,41.8328076,premise,rooftop,"21 felix st, providence, ri 02908, usa",NA,NA,NA,NA,41.8328076,-71.4277183,High,15.975218905883766
2217,2015-07-31,304271,23:17:00,Pedestrian,1,NA,FALSE,FALSE,1,MEMORIAL BLVD,FRANCIS ST,01-Aug-15,"Two-Way, Divided, Positive Median Barrier",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,5,1,Non-Incapacitating,NA,41.8259,-71.41535,FALSE,FALSE,"Memorial Blvd and Francis Street, Providence, RI, USA",FALSE,-71.4153098,41.8257791,intersection,geometric_center,"memorial blvd & francis st, providence, ri 02903, usa",NA,NA,NA,NA,41.8257791,-71.4153098,Med High,13.865500523563528
2218,2015-07-31,304549,13:28:00,Pedestrian,1,NA,FALSE,FALSE,1,RESERVOIR AVE,ELMWOOD AVE,02-Aug-15,Unknown,Dry,Daylight,Clear,Other,No,No Controls,2,1,Complains Of Pain,NA,41.79782,-71.42611,FALSE,FALSE,"Reservoir Ave and Elmwood Ave, Providence, RI, USA",FALSE,-71.4258248,41.7971616,intersection,geometric_center,"reservoir ave & elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.7971616,-71.4258248,Med High,77.01965475487167
2219,2015-07-30,303946,13:52:00,Pedestrian,1,NA,FALSE,FALSE,1,LYNN ST,SACKETT ST,30-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,2,41.79538,-71.41297,FALSE,FALSE,"Lynn Street and Sackett Street, Providence, RI, USA",FALSE,-71.4183646,41.7942259,route,geometric_center,"sackett st, providence, ri, usa","Lynn Street & Sackett Street, Providence, RI, USA",EjFMeW5uIFN0cmVldCAmIFNhY2tldHQgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJweelTIlP5IkRhpBVfv6PgCISFAoSCcHnpUyJT-SJEYaQVX7-j4AiGhQKEgnNoLOzjk_kiRGyYkUrO8X2vhoUChIJl0Sofo9P5IkRsqD5y-GQsUUiCg2OiekYFWQ1b9U,41.7958286,-71.41321239999999,41.7958286,-71.41321239999999,Med,53.83769567092726
2220,2015-07-30,303976,16:47:00,Bicycle,NA,1,FALSE,FALSE,1,BLACKSTONE BLVD,LLOYD AVE,30-Jul-15,One-Way Trafficway,Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,Stop Signs,4,1,Complains Of Pain,2,41.83534,-71.38462,FALSE,FALSE,"Blackstone Blvd and Lloyd Ave, Providence, RI, USA",FALSE,-71.38462849999999,41.8353537,intersection,geometric_center,"lloyd ave & blackstone blvd, providence, ri 02906, usa",NA,NA,NA,NA,41.8353537,-71.38462849999999,Med High,1.6801409015017579
2221,2015-07-30,304042,20:07:00,Pedestrian,3,NA,FALSE,FALSE,1,SMITH ST,DANFORTH ST,30-Jul-15,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Other,No,No Controls,7,2,Incapacitating,2,41.83564,-71.4267,FALSE,FALSE,"Smith Street and Danforth Street, Providence, RI, USA",FALSE,-71.4265132,41.8355761,intersection,geometric_center,"danforth st & smith st, providence, ri 02908, usa",NA,NA,NA,NA,41.8355761,-71.4265132,Med High,17.048095550175482
2222,2015-07-28,303687,21:57:00,Bicycle,NA,1,FALSE,FALSE,2,EMPIRE ST,WASHINGTON ST,28-Jul-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Other,No,Traffic Control Signal,3,1,Incapacitating,4,41.82178,-71.41639,FALSE,FALSE,"Empire Street and Washington Street, Providence, RI, USA",FALSE,-71.4164189,41.82186009999999,intersection,geometric_center,"empire st & washington st, providence, ri 02903, usa",NA,NA,NA,NA,41.82186009999999,-71.4164189,Med High,9.23337895865455
2223,2015-07-26,303420,16:02:00,Pedestrian,1,NA,FALSE,FALSE,1,775 Potters Ave,HOMESTEAD AVE,26-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,7,1,Complains Of Pain,2,41.80416,-71.43537,TRUE,FALSE,"775 Potters Ave, Providence, RI, USA",FALSE,-71.434992,41.8043431,premise,rooftop,"775 potters ave, providence, ri 02907, usa",NA,NA,NA,NA,41.8043431,-71.434992,High,37.40742989284042
2224,2015-07-25,303318,18:32:00,Bicycle,NA,1,FALSE,FALSE,1,BRANCH AVE,OPPER ST,25-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,NA,41.85173,-71.42336,FALSE,FALSE,"Branch Ave and Opper Street, Providence, RI, USA",FALSE,-71.42336999999999,41.8517435,intersection,geometric_center,"opper st & branch ave, providence, ri 02904, usa",NA,NA,NA,NA,41.8517435,-71.42336999999999,Med High,1.7163924200980036
2225,2015-07-22,302606,08:20:00,Bicycle,NA,1,FALSE,FALSE,1,Traverse St,Rosary Access Rd,22-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,Stop Signs,2,1,Complains Of Pain,NA,41.81857,-71.39916,FALSE,FALSE,"Traverse Street and Rosary Access Rd, Providence, RI, USA",FALSE,-71.4366835,41.7941344,route,geometric_center,"access rd, providence, ri, usa",NA,NA,NA,NA,41.7941344,-71.4366835,Med,4134.473544653425
2226,2015-07-22,302634,10:12:00,Pedestrian,2,NA,FALSE,FALSE,1,ROCHAMBEAU AVENUE,COLE ROAD,22-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,5,0,No Injury,2,41.83457,-71.41612,FALSE,FALSE,"Rochambeau Avenue and Cole Road, Providence, RI, USA",FALSE,-71.4569613,41.8422693,route,geometric_center,"cole rd, providence, ri, usa","Rochambeau Avenue & Cole Avenue, Providence, RI, USA",EjRSb2NoYW1iZWF1IEF2ZW51ZSAmIENvbGUgQXZlbnVlLCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJd1yxEs5E5IkRHAorRRG4DmYSFAoSCXdcsRLOROSJERwKK0URuA5mGhQKEgkHcqE3xUTkiRG0xIfSt3tJsRoUChIJbdeZK9JE5IkRxLJEaihJT20iCg2LKfEYFQ_gctU,41.8457995,-71.38918249999999,41.8457995,-71.38918249999999,Med,2559.9921937404156
2227,2015-07-21,302555,20:54:00,Pedestrian,1,NA,FALSE,FALSE,1,Westminster St,Barton St,21-Jul-15,"Two-Way , Not Divided",Wet,Dark - Lighted,Rain,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,2,1,Complains Of Pain,NA,41.81592,-71.43653,FALSE,FALSE,"Westminster Street and Barton Street, Providence, RI, USA",FALSE,-71.4365339,41.8159344,intersection,geometric_center,"barton st & westminster st, providence, ri 02909, usa",NA,NA,NA,NA,41.8159344,-71.4365339,Med High,1.6353303755184845
2228,2015-07-19,302206,14:50:00,Pedestrian,1,NA,FALSE,FALSE,1,177 WEBSTER AVENUE,NA,19-Jul-15,Unknown,Dry,Daylight,Clear,Other,"Yes, M/V and Driver Left Scene",No Controls,1,1,Non-Incapacitating,NA,41.83435,-71.41622,TRUE,TRUE,"177 Webster Avenue, Providence, RI, USA",FALSE,-71.4495578,41.8107187,street_address,rooftop,"177 webster ave, providence, ri 02909, usa",NA,NA,NA,NA,41.8107187,-71.4495578,High,3816.8986497527712
2229,2015-07-16,301745,13:55:00,Pedestrian,1,NA,FALSE,FALSE,1,193 ELMWOOD AVENUE,NA,17-Jul-15,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Traffic Control Signal,3,1,Complains Of Pain,4,41.82489,-71.41943,TRUE,TRUE,"193 Elmwood Avenue, Providence, RI, USA",FALSE,-71.4250662,41.8074252,premise,rooftop,"193 elmwood ave, providence, ri 02907, usa",NA,NA,NA,NA,41.8074252,-71.4250662,High,1999.6160395286563
2230,2015-07-13,301113,20:58:00,Bicycle,NA,1,FALSE,FALSE,1,POCASSET AVE,MAGNOLIA ST,13-Jul-15,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.81192,-71.44995,FALSE,FALSE,"Pocasset Ave and Magnolia Street, Providence, RI, USA",FALSE,-71.4499342,41.8119098,intersection,geometric_center,"pocasset ave & magnolia st, providence, ri 02909, usa",NA,NA,NA,NA,41.8119098,-71.4499342,Med High,1.7343060818928875
2231,2015-07-12,300895,03:55:00,Pedestrian,1,NA,FALSE,FALSE,1,WESTMINSTER ST,SERVICE ROAD 7,12-Jul-15,One-Way Trafficway,Dry,Dark - Lighted,Clear,Unknown,"Yes, Driver Left Scene",Traffic Control Signal,4,2,Incapacitating,NA,41.81878,-71.41889,FALSE,FALSE,"Westminster Street and Service Road 7, Providence, RI, USA",FALSE,-71.4188188,41.8188132,intersection,geometric_center,"service rd 1 & westminster st, providence, ri 02903, usa",NA,NA,NA,NA,41.8188132,-71.4188188,Med High,6.9677907371059
2232,2015-07-11,300781,02:39:00,Pedestrian,1,NA,FALSE,FALSE,1,WASHINGTON ST,DORRANCE ST,11-Jul-15,One-Way Trafficway,Dry,Dark - Lighted,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",Traffic Control Signal,1,1,Complains Of Pain,NA,41.82445,-71.41277,FALSE,FALSE,"Washington Street and Dorrance Street, Providence, RI, USA",FALSE,-71.41277699999999,41.8244607,intersection,geometric_center,"washington st & dorrance st, providence, ri 02903, usa",NA,NA,NA,NA,41.8244607,-71.41277699999999,Med High,1.325123782231511
