row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
48	2024-03-12	909358	15:09:00	Pedestrian	1	NA	FALSE	FALSE	1	THURBERS AVE.	MENI CT	2024-03-12	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	3	1	Complains Of Pain	NA	41.79847	-71.41323	FALSE	FALSE	Thurbers Ave. and Meni Ct, Providence, RI, USA	FALSE	-71.4132482	41.7984898	intersection	geometric_center	thurbers ave & meni ct, providence, ri 02905, usa	NA	NA	NA	NA	41.7984898	-71.4132482	2.671969757596732
49	2024-03-15	909456	15:31:00	Bicycle	NA	1	FALSE	FALSE	1	DOUGLAS AVE	DOUGLAS AVE	2024-03-15	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.84128	-71.42741	FALSE	FALSE	Douglas Ave and Douglas Ave, Providence, RI, USA	FALSE	-71.4341771	41.8505546	route	geometric_center	douglas ave, providence, ri, usa	NA	NA	NA	NA	41.8505546	-71.4341771	1175.097510816993
50	2024-03-16	909474	23:23:00	Pedestrian	1	NA	FALSE	FALSE	1	PEMBROKE AVE	CHAD BROWN ST	2024-03-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	5	1	Complains Of Pain	NA	41.8391	-71.43025	FALSE	FALSE	Pembroke Ave and Chad Brown Street, Providence, RI, USA	FALSE	-71.43024179999999	41.8391234	intersection	geometric_center	chad brown st & pembroke ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8391234	-71.43024179999999	2.692187647014729
51	2024-03-16	909499	23:58:00	Pedestrian	1	NA	FALSE	FALSE	1	Dover Street	CARLETON ST	2024-03-17	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82973	-71.44766	FALSE	FALSE	Dover Street and Carleton Street, Providence, RI, USA	FALSE	-71.44762349999999	41.8297576	intersection	geometric_center	dover st & carleton st, providence, ri 02908, usa	NA	NA	NA	NA	41.8297576	-71.44762349999999	4.313468537464564
52	2024-03-17	909503	09:35:00	Pedestrian	1	NA	FALSE	FALSE	1	77 Hillhurst Ave	NA	2024-03-17	Two-Way , Not Divided	Wet	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	NA	NA	TRUE	TRUE	77 Hillhurst Ave, Providence, RI, USA	FALSE	-71.4535995	41.8072023	premise	rooftop	77 hillhurst ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8072023	-71.4535995	NA
53	2024-03-20	909571	16:14:00	Pedestrian	1	NA	FALSE	FALSE	1	DUDLEY ST	PLAIN ST	2024-03-20	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	1	Complains Of Pain	NA	41.81022	-71.41121	FALSE	FALSE	Dudley Street and Plain Street, Providence, RI, USA	FALSE	-71.41121420000002	41.8102467	intersection	geometric_center	plain st & dudley st, providence, ri 02903, usa	NA	NA	NA	NA	41.8102467	-71.41121420000002	2.9925901439665616
54	2024-03-20	909581	19:09:00	Pedestrian	1	NA	FALSE	FALSE	1	SAYLES ST	PRAIRIE AVE	2024-03-20	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	1	Complains Of Pain	NA	41.80264	-71.41358	FALSE	FALSE	Sayles Street and Prairie Ave, Providence, RI, USA	FALSE	-71.4135782	41.8026568	intersection	geometric_center	sayles st & prairie ave, providence, ri 02905, usa	NA	NA	NA	NA	41.8026568	-71.4135782	1.876122935138181
55	2024-03-20	909583	20:42:00	Pedestrian	1	NA	FALSE	FALSE	1	UNKNOWN	UNKNOWN	2024-03-20	Two-Way , Not Divided	Wet	Unknown	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	NA	NA	FALSE	FALSE	Unknown and Unknown, Providence, RI, USA	FALSE	-71.4146264	41.82490749999999	locality	approximate	providence, ri, usa	NA	NA	NA	NA	41.82490749999999	-71.4146264	NA
56	2024-03-21	909662	17:40:00	Pedestrian	2	NA	FALSE	FALSE	1	Laurel Hill Ave	PLAINFIELD ST	2024-03-23	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.81321	-71.45542	FALSE	FALSE	Laurel Hill Ave and Plainfield Street, Providence, RI, USA	FALSE	-71.4554551	41.8132343	intersection	geometric_center	laurel hill ave & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8132343	-71.4554551	3.974710506669934
57	2024-03-24	909680	10:07:00	Pedestrian	1	NA	FALSE	FALSE	1	60 Valley St	SCHOOL ST	2024-03-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	2	41.81896	-71.44059	TRUE	FALSE	60 Valley Street, Providence, RI, USA	FALSE	-71.44164719999999	41.8184676	premise	rooftop	60 valley st, providence, ri 02909, usa	NA	NA	NA	NA	41.8184676	-71.44164719999999	103.42675461595222
58	2024-03-25	909717	17:04:00	Other	NA	NA	TRUE	FALSE	2	BLACKSTONE BLVD	ROCHAMBEAU AVE	2024-03-25	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	2	0	No Injury	NA	41.84554	-71.38722	FALSE	FALSE	Blackstone Blvd and Rochambeau Ave, Providence, RI, USA	FALSE	-71.3867593	41.84556509999999	intersection	geometric_center	blackstone blvd & rochambeau ave, providence, ri 02906, usa	NA	NA	NA	NA	41.84556509999999	-71.3867593	38.30650415822682
59	2024-03-27	909782	18:31:00	Bicycle	NA	1	TRUE	FALSE	1	VALLEY ST	SCHOOL ST	2024-03-27	Unknown	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81894	-71.4406	FALSE	FALSE	Valley Street and School Street, Providence, RI, USA	FALSE	-71.4405963	41.8189788	intersection	geometric_center	school st & valley st, providence, ri 02909, usa	NA	NA	NA	NA	41.8189788	-71.4405963	4.33008995349
60	2024-03-28	909834	20:28:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	SILVER SPRING ST	2024-03-28	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.84481	-71.4187	FALSE	FALSE	Charles Street and Silver Spring Street, Providence, RI, USA	FALSE	-71.4186958	41.8448324	intersection	geometric_center	silver spring st & charles st, providence, ri 02904, usa	NA	NA	NA	NA	41.8448324	-71.4186958	2.5177639933063856
61	2024-03-29	909853	14:12:00	Pedestrian	1	NA	FALSE	FALSE	1	F C GREENE MEMORIAL BLVD	F C GREENE MEMORIAL BLVD	2024-03-29	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.78035	-71.4162	FALSE	FALSE	F C Greene Memorial Blvd and F C Greene Memorial Blvd, Providence, RI, USA	FALSE	-71.41419909999999	41.7885402	intersection	geometric_center	green memorial blvd & f c greene memorial blvd, providence, ri 02907, usa	NA	NA	NA	NA	41.7885402	-71.41419909999999	926.7332237309225
62	2024-04-01	909942	06:53:00	Bicycle	NA	1	FALSE	FALSE	1	NORTH MAIN ST	STENTON AVE	2024-04-01	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Stop Signs	2	1	Complains Of Pain	NA	41.84922	-71.40349	FALSE	FALSE	North Main Street and Stenton Ave, Providence, RI, USA	FALSE	-71.4034903	41.84924059999999	intersection	geometric_center	stenton ave & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.84924059999999	-71.4034903	2.2933164368441767
63	2024-04-03	909986	00:54:00	Pedestrian	1	NA	FALSE	FALSE	1	387 Charles Street	Ramp	2024-04-03	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.84214	-71.41783	TRUE	FALSE	387 Charles Street, Providence, RI, USA	FALSE	-71.4175056	41.84380240000001	premise	rooftop	387 charles st, providence, ri 02904, usa	NA	NA	NA	NA	41.84380240000001	-71.4175056	187.00277065040314
64	2024-04-03	910015	19:19:00	Pedestrian	1	NA	FALSE	FALSE	1	PROSPECT ST	COLLEGE ST	2024-04-03	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82572	-71.40456	FALSE	FALSE	Prospect Street and College Street, Providence, RI, USA	FALSE	-71.4046042	41.82611319999999	intersection	geometric_center	prospect st & college st, providence, ri 02912, usa	NA	NA	NA	NA	41.82611319999999	-71.4046042	43.92411888886466
65	2024-04-04	910060	16:23:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	2024-04-04	Two-Way, Divided, Positive Median Barrier	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.8259	-71.41535	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	FALSE	-71.4153238	41.825791099999996	intersection	geometric_center	memorial blvd & francis st, providence, ri 02903, usa	NA	NA	NA	NA	41.825791099999996	-71.4153238	12.315971426453617
66	2024-04-08	910172	16:24:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	BROAD ST	2024-04-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.81418	-71.42128	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.410453	41.7948262	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7948262	-71.410453	2334.2765400174626
67	2024-04-09	910253	19:20:00	Bicycle	NA	1	FALSE	FALSE	1	BAYARD ST	4TH ST	2024-04-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.84979	-71.39626	FALSE	FALSE	Bayard Street and 4th Street, Providence, RI, USA	FALSE	-71.3962655	41.8498143	intersection	geometric_center	bayard st & 4th st, providence, ri 02906, usa	NA	NA	NA	NA	41.8498143	-71.3962655	2.743240308212924
68	2024-04-10	910236	23:05:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	W RIVER ST	2024-04-11	One-Way Trafficway	Wet	Dark - Lighted	Clear	Angle (Front - to - Side) Opposite Direction	No	Unknown	2	1	Complains Of Pain	NA	41.83961	-71.41638	FALSE	FALSE	Charles Street and W River Street, Providence, RI, USA	FALSE	-71.4141007	41.8434977	route	geometric_center	w river st, providence, ri 02904, usa	Charles Street & West River Street, Providence, RI, USA	EjdDaGFybGVzIFN0cmVldCAmIFdlc3QgUml2ZXIgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJn_PVYR1F5IkRV_lekQ3QEwQSFAoSCZ_z1WEdReSJEVf5XpEN0BMEGhQKEgl1C85s8UTkiRHLZMsuNVX9MhoUChIJgxzLm-NE5IkRpKt9jzlEBwUiCg0iOPAYFZy3btU	41.8396194	-71.41643239999999	41.8396194	-71.41643239999999	4.469982435447301
69	2024-04-11	910247	12:55:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	FRICKER ST	2024-04-11	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.81517	-71.42073	FALSE	FALSE	Broad Street and Fricker Street, Providence, RI, USA	FALSE	-71.42062179999999	41.8153847	intersection	geometric_center	fricker st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8153847	-71.42062179999999	25.53056266746607
70	2024-04-11	910260	16:15:00	Bicycle	NA	1	FALSE	FALSE	1	PLENTY ST	PLENTY ST	2024-04-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80725	-71.42024	FALSE	FALSE	Plenty Street and Plenty Street, Providence, RI, USA	FALSE	-71.4223342	41.8072297	route	geometric_center	plenty st, providence, ri 02907, usa	NA	NA	NA	NA	41.8072297	-71.4223342	173.78435665091774
71	2024-04-13	910310	04:51:00	Bicycle	NA	1	FALSE	FALSE	1	DEXTER ST	BUCKLIN ST	2024-04-13	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	Unknown	2	1	Non-Incapacitating	NA	41.80909	-71.42803	FALSE	FALSE	Dexter Street and Bucklin Street, Providence, RI, USA	FALSE	-71.4280184	41.8090819	intersection	geometric_center	bucklin st & dexter st, providence, ri 02907, usa	NA	NA	NA	NA	41.8090819	-71.4280184	1.318881944186247
72	2024-04-15	910366	10:57:00	Pedestrian	1	NA	FALSE	FALSE	1	1000 Elmwood Ave	NA	2024-04-15	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	NA	NA	TRUE	TRUE	1000 Elmwood Ave, Providence, RI, USA	FALSE	-71.4185877	41.7842216	street_address	rooftop	1000 elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7842216	-71.4185877	NA
73	2024-04-17	910415	15:49:00	Bicycle	NA	1	FALSE	FALSE	1	CHALKSTONE AVE	PEKIN ST	2024-04-17	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83575	-71.42368	FALSE	FALSE	Chalkstone Ave and Pekin Street, Providence, RI, USA	FALSE	-71.4241466	41.835642	intersection	geometric_center	pekin st & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.835642	-71.4241466	40.52415346893536
74	2024-04-18	910436	13:05:00	Pedestrian	1	NA	FALSE	FALSE	1	BOWEN ST.	HOPE ST	2024-04-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Complains Of Pain	NA	41.83091	-71.39923	FALSE	FALSE	Bowen St. and Hope Street, Providence, RI, USA	FALSE	-71.3992076	41.8309164	intersection	geometric_center	hope st & bowen st, providence, ri 02906, usa	NA	NA	NA	NA	41.8309164	-71.3992076	1.9899002093226963
75	2024-04-20	910465	01:09:00	Pedestrian	1	NA	FALSE	FALSE	1	LIVINGSTON ST	DRYDEN LN	2024-04-20	Unknown	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Complains Of Pain	NA	41.8416	-71.40992	FALSE	FALSE	Livingston Street and Dryden Ln, Providence, RI, USA	FALSE	-71.4098901	41.8416216	intersection	geometric_center	livingston st & dryden ln, providence, ri 02904, usa	NA	NA	NA	NA	41.8416216	-71.4098901	3.4540392953068086
76	2024-04-20	910468	02:37:00	Bicycle	NA	1	FALSE	FALSE	1	SHELDON ST	BROOK ST	2024-04-20	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Non-Incapacitating	NA	41.81998	-71.39833	FALSE	FALSE	Sheldon Street and Brook Street, Providence, RI, USA	FALSE	-71.3983153	41.82000379999999	intersection	geometric_center	sheldon st & brook st, providence, ri 02906, usa	NA	NA	NA	NA	41.82000379999999	-71.3983153	2.9165998225660332
77	2024-04-21	910506	18:12:00	Other	1	NA	TRUE	FALSE	1	HOPE ST	12TH ST	2024-04-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	NA	41.85582	-71.39165	FALSE	FALSE	Hope Street and 12th Street, Providence, RI, USA	FALSE	-71.3918247	41.8555704	intersection	geometric_center	hope st & 12th st, providence, ri 02906, usa	NA	NA	NA	NA	41.8555704	-71.3918247	31.334358517122045
78	2024-04-22	910520	10:11:00	Pedestrian	1	NA	FALSE	FALSE	1	GEORGE ST	HOPE ST	2024-04-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	0	No Injury	2	41.82579	-71.39727	FALSE	FALSE	George Street and Hope Street, Providence, RI, USA	FALSE	-71.4000045	41.8389881	route	geometric_center	hope st, providence, ri, usa	George Street & Hope Street, Providence, RI, USA	EjBHZW9yZ2UgU3RyZWV0ICYgSG9wZSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEgmrO17fOkXkiRFKEUPHX6jYWhIUChIJqzte3zpF5IkRShFDx1-o2FoaFAoSCcfqJGM7ReSJEbJnjjYuSZRlGhQKEgmRo8kFxUTkiRFr4T3VeAKWISIKDe4b7hgVIKRx1Q	41.8257902	-71.3972704	41.8257902	-71.3972704	0.03995826066096828
79	2024-04-27	910675	17:47:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	WINTER ST	2024-04-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	NA	NA	FALSE	FALSE	Westminster Street and Winter Street, Providence, RI, USA	FALSE	-71.4222763	41.8171902	intersection	geometric_center	winter st & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.8171902	-71.4222763	NA
80	2024-04-29	910769	14:59:00	Bicycle	NA	1	FALSE	FALSE	1	INDIA ST	S MAIN ST	2024-04-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81698	-71.39774	FALSE	FALSE	India Street and S Main Street, Providence, RI, USA	FALSE	-71.39820879999999	41.8167209	intersection	geometric_center	india st & s main st, providence, ri 02903, usa	NA	NA	NA	NA	41.8167209	-71.39820879999999	48.42132359058225
81	2024-05-03	910855	12:18:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	PORTLAND ST	2024-05-03	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81416	-71.42129	FALSE	FALSE	Broad Street and Portland Street, Providence, RI, USA	FALSE	-71.42131280000001	41.8141655	intersection	geometric_center	portland st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8141655	-71.42131280000001	1.988277375655879
82	2024-05-04	910908	11:30:00	Pedestrian	1	NA	FALSE	FALSE	1	Salter St	Nelson St	2024-05-04	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Salter Street and Nelson Street, Providence, RI, USA	FALSE	-71.4444202	41.8450631	intersection	geometric_center	salter st & nelson st, providence, ri 02908, usa	NA	NA	NA	NA	41.8450631	-71.4444202	NA
83	2024-05-06	910996	06:36:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	OXFORD ST	2024-05-06	Two-Way , Not Divided	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.80048	-71.41748	FALSE	FALSE	Broad Street and Oxford Street, Providence, RI, USA	FALSE	-71.4174197	41.8004646	intersection	geometric_center	oxford st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.8004646	-71.4174197	5.289527784866501
84	2024-05-07	911014	07:17:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	SUTTON ST	2024-05-07	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82378	-71.42953	FALSE	FALSE	Atwells Ave and Sutton Street, Providence, RI, USA	FALSE	-71.4292662	41.8237824	intersection	geometric_center	atwells ave & sutton st, providence, ri 02903, usa	NA	NA	NA	NA	41.8237824	-71.4292662	21.885213843417255
85	2024-05-08	911050	16:22:00	Bicycle	NA	1	FALSE	FALSE	1	PUBLIC ST	BROAD ST	2024-05-08	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	FALSE	-71.419358	41.8044407	intersection	geometric_center	public st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8044407	-71.419358	2.3980298049789526
86	2024-05-10	911115	19:37:00	Bicycle	NA	1	FALSE	FALSE	1	BROADWAY	EMPIRE ST	2024-05-10	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82257	-71.41746	FALSE	FALSE	Broadway and Empire Street, Providence, RI, USA	FALSE	-71.4157481	41.8213721	route	geometric_center	empire st, providence, ri 02903, usa	Broadway & Empire Street, Providence, RI, USA	Ei1Ccm9hZHdheSAmIEVtcGlyZSBTdHJlZXQsIFByb3ZpZGVuY2UsIFJJLCBVU0EiZiJkChQKEglNlP-DEkXkiRHtQ_ofNG0sSxIUChIJTZT_gxJF5IkR7UP6HzRtLEsaFAoSCaW15YZ1ReSJERrCM7HXpG-zGhQKEgnHPO_pEkXkiRGhxI4iuiomFSIKDfSl7RgVQ4Ru1Q	41.82277	-71.4177469	41.82277	-71.4177469	32.590391220254524
87	2024-05-12	911188	21:04:00	Pedestrian	2	NA	FALSE	FALSE	1	245 ATWELLS AVE	NA	2024-05-12	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	NA	NA	TRUE	TRUE	245 Atwells Ave, Providence, RI, USA	FALSE	-71.4261502	41.8238058	premise	rooftop	245 atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8238058	-71.4261502	NA
88	2024-05-14	911226	02:04:00	Pedestrian	1	NA	FALSE	FALSE	1	KENNEDY PLZ	DORRANCE ST	2024-05-14	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	2	Complains Of Pain	NA	41.82414	-71.41234	FALSE	FALSE	Kennedy Plz and Dorrance Street, Providence, RI, USA	FALSE	-71.4123015	41.824129	intersection	geometric_center	kennedy plaza & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.824129	-71.4123015	3.4204567200413365
89	2024-05-15	911285	16:22:00	Bicycle	NA	1	FALSE	FALSE	1	Planet Street	S Main Street	2024-05-15	One-Way Trafficway	Wet	Dusk	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.82317	-71.40585	FALSE	FALSE	Planet Street and S Main Street, Providence, RI, USA	FALSE	-71.4058396	41.823179	intersection	geometric_center	planet st & s main st, providence, ri 02903, usa	NA	NA	NA	NA	41.823179	-71.4058396	1.322149250333331
90	2024-05-16	911314	05:23:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	BENEDICT ST	2024-05-16	Two-Way , Not Divided	Wet	Dusk	Rain	Other	No	No Controls	2	1	Complains Of Pain	NA	41.80537	-71.43736	FALSE	FALSE	Cranston Street and Benedict Street, Providence, RI, USA	FALSE	-71.4372805	41.80544039999999	intersection	geometric_center	cranston st & benedict st, providence, ri 02907, usa	NA	NA	NA	NA	41.80544039999999	-71.4372805	10.243781538983077
91	2024-05-20	911446	16:48:00	Pedestrian	1	NA	FALSE	FALSE	1	Douglas/ Henrietta St	NA	2024-05-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	NA	NA	FALSE	TRUE	Douglas/ Henrietta Street, Providence, RI, USA	FALSE	-71.43963959999999	41.8544229	intersection	geometric_center	douglas ave & henrietta st, providence, ri 02904, usa	NA	NA	NA	NA	41.8544229	-71.43963959999999	NA
92	2024-05-21	911491	16:10:00	Pedestrian	1	NA	FALSE	FALSE	1	GLADSTONE ST.	BAXTER ST	2024-05-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.80267	-71.41862	FALSE	FALSE	Gladstone St. and Baxter Street, Providence, RI, USA	FALSE	-71.4164725	41.80318630000001	intersection	geometric_center	gladstone st & baxter st, providence, ri 02905, usa	NA	NA	NA	NA	41.80318630000001	-71.4164725	187.24333349368766
93	2024-05-21	911496	17:34:00	Pedestrian	1	NA	TRUE	FALSE	1	BROAD ST.	BROAD ST	2024-05-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Complains Of Pain	NA	41.79941	-71.41617	FALSE	FALSE	Broad St. and Broad Street, Providence, RI, USA	FALSE	-71.410453	41.7948262	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7948262	-71.410453	696.7615860177144
94	2024-05-22	911511	12:09:00	Pedestrian	1	NA	FALSE	FALSE	1	Wickenden St	Traverse St	2024-05-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	2	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Wickenden Street and Traverse Street, Providence, RI, USA	FALSE	-71.399659	41.8193244	intersection	geometric_center	wickenden st & traverse st, providence, ri 02906, usa	NA	NA	NA	NA	41.8193244	-71.399659	NA
95	2024-05-22	911523	15:32:00	Pedestrian	1	NA	FALSE	FALSE	4	HOLLIS ST.	CRANSTON ST	2024-05-22	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	6	1	Complains Of Pain	NA	41.81083	-71.43177	FALSE	FALSE	Hollis St. and Cranston Street, Providence, RI, USA	FALSE	-71.4320475	41.8110264	intersection	geometric_center	cranston st & hollis st, providence, ri 02907, usa	NA	NA	NA	NA	41.8110264	-71.4320475	31.751119361753563
