row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
86	2023-07-13	896887	14:29:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	DEAN ST	2023-07-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.8214	-71.42253	FALSE	FALSE	Broadway and Dean Street, Providence, RI, USA	FALSE	-71.4242155	41.8234078	route	geometric_center	dean st, providence, ri, usa	Broadway & Dean Street, Providence, RI, USA	EitCcm9hZHdheSAmIERlYW4gU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJCcRZtQxF5IkRWJynngBsfzMSFAoSCQnEWbUMReSJEVicp54AbH8zGhQKEgmlteWGdUXkiREawjOx16RvsxoUChIJWwZsfgxF5IkRyLSf36DnQOQiCg38cO0YFWLJbdU	41.821414	-71.42253099999999	41.821414	-71.42253099999999	1.560679264858292
87	2023-07-14	896908	08:51:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	BROAD ST	2023-07-14	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.81414	-71.42131	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4101636	41.7945838	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7945838	-71.4101636	2365.3263463820663
88	2023-07-17	897012	17:12:00	Bicycle	NA	1	FALSE	FALSE	1	ELMWOOD AVE	POTTERS AVE	2023-07-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80142	-71.42638	FALSE	FALSE	Elmwood Ave and Potters Ave, Providence, RI, USA	FALSE	-71.4263655	41.8015172	intersection	geometric_center	potters ave & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8015172	-71.4263655	10.886953897000062
89	2023-07-18	897039	11:42:00	Bicycle	NA	NA	FALSE	FALSE	2	CRANSTON STREET	BELLEVUE AVE	2023-07-18	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	No Controls	2	0	No Injury	NA	41.80882	-71.43412	FALSE	FALSE	Cranston Street and Bellevue Ave, Providence, RI, USA	FALSE	-71.43405899999999	41.8089239	intersection	geometric_center	cranston st & bellevue ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8089239	-71.43405899999999	12.625085646527111
90	2023-07-18	897051	18:15:00	Bicycle	NA	1	TRUE	FALSE	1	PINE ST	FRIENDSHIP ST	2023-07-18	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.81638	-71.41587	FALSE	FALSE	Pine Street and Friendship Street, Providence, RI, USA	FALSE	-71.412506	41.8188374	route	geometric_center	friendship st, providence, ri, usa	NA	NA	NA	NA	41.8188374	-71.412506	390.79840918864727
91	2023-07-20	897103	15:14:00	Pedestrian	1	NA	FALSE	FALSE	1	DUDLEY ST.	DUDLEY ST EXIT 19	2023-07-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81079	-71.40731	FALSE	FALSE	Dudley St. and Dudley Street Exit 19, Providence, RI, USA	FALSE	-71.4135956	41.8099609	route	geometric_center	dudley st, providence, ri, usa	NA	NA	NA	NA	41.8099609	-71.4135956	529.636103311601
92	2023-07-21	897118	00:57:00	Pedestrian	1	NA	FALSE	FALSE	1	29 Elmwood Ave	Arch Street	2023-07-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.81196	-71.42265	TRUE	FALSE	29 Elmwood Ave, Providence, RI, USA	FALSE	-71.4229325	41.8119422	premise	rooftop	29 elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8119422	-71.4229325	23.5227805519625
93	2023-07-24	897268	17:46:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST	SERVICE ROAD 7	2023-07-24	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81881	-71.41883	FALSE	FALSE	Westminster Street and Service Road 7, Providence, RI, USA	FALSE	-71.4188188	41.8188132	intersection	geometric_center	service rd 1 & westminster st, providence, ri 02903, usa	NA	NA	NA	NA	41.8188132	-71.4188188	0.9951140721174758
94	2023-07-24	897267	17:46:00	Bicycle	NA	1	TRUE	FALSE	1	CALDER ST	GREENWICH ST	2023-07-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.80225	-71.42992	FALSE	FALSE	Calder Street and Greenwich Street, Providence, RI, USA	FALSE	-71.4299231	41.8022651	intersection	geometric_center	calder st & greenwich st, providence, ri 02907, usa	NA	NA	NA	NA	41.8022651	-71.4299231	1.700494883305467
95	2023-07-24	897252	10:00:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	BROAD ST	2023-07-24	Two-Way , Not Divided	Dry	Daylight	Clear	Rear End(Front-to-Rear)	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.79217	-71.40717	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	FALSE	-71.4101636	41.7945838	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7945838	-71.4101636	365.96445796606935
96	2023-07-26	897323	12:35:00	Bicycle	NA	1	FALSE	FALSE	1	ELMWOOD AVE	ARCH ST	2023-07-26	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81207	-71.42257	FALSE	FALSE	Elmwood Ave and Arch Street, Providence, RI, USA	FALSE	-71.4225885	41.8120767	intersection	geometric_center	arch st & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.8120767	-71.4225885	1.7065624680737352
97	2023-07-26	897322	12:37:00	Other	1	NA	TRUE	FALSE	1	11 POINT ST	EDDY ST	2023-07-26	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	4	1	Complains Of Pain	NA	41.80523	-71.58683	TRUE	FALSE	11 Point Street, Providence, RI, USA	FALSE	-71.4048346	41.8176778	street_address	rooftop	11 point st, providence, ri 02903, usa	NA	NA	NA	NA	41.8176778	-71.4048346	15163.814302823845
98	2023-07-26	897328	12:18:00	Pedestrian	1	NA	FALSE	FALSE	1	HUNTINGTON AVE	STATE HWY 10 S	2023-07-26	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.80462	-71.44098	FALSE	FALSE	Huntington Ave and State Hwy 10 S, Providence, RI, USA	FALSE	-71.4401367	41.8000436	route	geometric_center	ri-10, providence, ri, usa	NA	NA	NA	NA	41.8000436	-71.4401367	514.2264256675522
99	2023-07-27	897379	11:52:00	Bicycle	NA	1	FALSE	FALSE	1	PROMENADE ST	PARK ST	2023-07-27	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Complains Of Pain	NA	41.82786	-71.41768	FALSE	FALSE	Promenade Street and Park Street, Providence, RI, USA	FALSE	-71.4176635	41.82785399999999	intersection	geometric_center	promenade st & park st, providence, ri 02908, usa	NA	NA	NA	NA	41.82785399999999	-71.4176635	1.5229513693330758
100	2023-07-29	898461	21:31:00	Bicycle	NA	1	FALSE	FALSE	1	PEKIN STREET	CHALKSTONE AVE	2023-07-29	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	0	No Injury	NA	41.83521	-71.42565	FALSE	FALSE	Pekin Street and Chalkstone Ave, Providence, RI, USA	FALSE	-71.4241584	41.8356376	intersection	geometric_center	pekin st & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8356376	-71.4241584	132.55491654250278
101	2023-07-30	898479	10:50:00	Pedestrian	1	NA	FALSE	FALSE	1	DORRANCE ST	EXCHANGE TER	2023-07-30	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.8248	-71.41404	FALSE	FALSE	Dorrance Street and Exchange Ter, Providence, RI, USA	FALSE	-71.4127397	41.825713	route	geometric_center	exchange ter, providence, ri 02903, usa	NA	NA	NA	NA	41.825713	-71.4127397	148.2035420264088
102	2023-08-01	898550	16:06:00	Bicycle	NA	1	FALSE	FALSE	1	BROADWAY	BRADFORD ST	2023-08-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Broadway and Bradford Street, Providence, RI, USA	FALSE	-71.4217897	41.8232404	route	geometric_center	bradford st, providence, ri 02903, usa	Broadway & Bradford Street, Providence, RI, USA	Ei9Ccm9hZHdheSAmIEJyYWRmb3JkIFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCaNCMMwMReSJEeXAucW1r13BEhQKEgmjQjDMDEXkiRHlwLnFta9dwRoUChIJpbXlhnVF5IkRGsIzsdekb7MaFAoSCSlG3PkMReSJEUasCeiqPc01IgoN43XtGBVb3W3V	41.8215395	-71.42201969999999	41.8215395	-71.42201969999999	NA
103	2023-08-04	898653	17:38:00	Bicycle	NA	1	FALSE	FALSE	1	N MAIN ST	SMITHFIELD AVE	2023-08-04	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dawn	Clear	Sideswipe, Same Direction	No	Flashing Traffic Control Signal	3	1	Complains Of Pain	NA	41.85336	-71.40114	FALSE	FALSE	N Main Street and Smithfield Ave, Providence, RI, USA	FALSE	-71.401029	41.853322	intersection	geometric_center	n main st & smithfield ave, providence, ri 02906, usa	NA	NA	NA	NA	41.853322	-71.401029	10.129342170917498
104	2023-08-04	898635	07:31:00	Bicycle	NA	1	TRUE	FALSE	1	741 RIVER AVE	REGENT AVE	2023-08-04	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	7	1	Complains Of Pain	NA	41.83017	-71.43678	TRUE	FALSE	741 River Ave, Providence, RI, USA	FALSE	-71.43880159999999	41.8482011	premise	rooftop	741 river ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8482011	-71.43880159999999	2014.2030720792357
105	2023-08-05	898691	16:04:00	Pedestrian	1	NA	FALSE	FALSE	1	SALISBURY ST	PLAIN ST	2023-08-05	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.80586	-71.40969	FALSE	FALSE	Salisbury Street and Plain Street, Providence, RI, USA	FALSE	-71.411061900000007	41.8098238	route	geometric_center	plain st, providence, ri, usa	Salisbury Street & Plain Street, Providence, RI, USA	EjRTYWxpc2J1cnkgU3RyZWV0ICYgUGxhaW4gU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJvcmr3WZF5IkRzIUvU6696KASFAoSCb3Jq91mReSJEcyFL1OuveigGhQKEgkTRnW4ZkXkiRHTEPZGc06J7xoUChIJlXNMTm9F5IkRG9y0hti-sS0iCg0iEusYFZ2-b9U	41.8058786	-71.4096995	41.8058786	-71.4096995	2.2155259345317315
106	2023-08-05	898680	11:10:00	Pedestrian	1	NA	TRUE	FALSE	1	PLAINFIELD ST	ATWOOD ST	2023-08-05	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81608	-71.44488	FALSE	FALSE	Plainfield Street and Atwood Street, Providence, RI, USA	FALSE	-71.44504909999999	41.8159764	intersection	geometric_center	atwood st & plainfield st, providence, ri 02909, usa	NA	NA	NA	NA	41.8159764	-71.44504909999999	18.16116400989913
107	2023-08-06	898721	13:14:00	Bicycle	NA	1	FALSE	FALSE	1	DORRANCE ST	WASHINGTON ST	2023-08-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82466	-71.41322	FALSE	FALSE	Dorrance Street and Washington Street, Providence, RI, USA	FALSE	-71.41277699999999	41.8244607	intersection	geometric_center	washington st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8244607	-71.41277699999999	42.92650749991313
108	2023-08-06	898714	08:52:00	Pedestrian	1	NA	TRUE	FALSE	1	CHALKSTONE AVE	RIVER AVE	2023-08-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.83258	-71.43854	FALSE	FALSE	Chalkstone Ave and River Ave, Providence, RI, USA	FALSE	-71.4385411	41.8325962	intersection	geometric_center	river ave & chalkstone ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8325962	-71.4385411	1.8056822820449907
109	2023-08-07	898763	15:35:00	Bicycle	NA	NA	FALSE	FALSE	3	COLFAX ST	GORDON AVE	2023-08-07	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	1	Complains Of Pain	NA	41.79888	-71.41549	FALSE	FALSE	Colfax Street and Gordon Ave, Providence, RI, USA	FALSE	-71.4138321	41.7992087	intersection	geometric_center	gordon ave & colfax st, providence, ri 02905, usa	NA	NA	NA	NA	41.7992087	-71.4138321	142.3670975521116
110	2023-08-09	898827	18:11:00	Pedestrian	1	NA	TRUE	FALSE	1	OAKLAND AVE	SMITH ST	2023-08-09	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.83623	-71.43046	FALSE	FALSE	Oakland Ave and Smith Street, Providence, RI, USA	FALSE	-71.43045500000001	41.8362474	intersection	geometric_center	oakland ave & smith st, providence, ri 02908, usa	NA	NA	NA	NA	41.8362474	-71.43045500000001	1.9808540859837125
111	2023-08-10	898859	15:41:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE.	LONGFELLOW ST	2023-08-10	Unknown	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.79065	-71.42218	FALSE	FALSE	Elmwood Ave. and Longfellow Street, Providence, RI, USA	FALSE	-71.4221645	41.7908152	intersection	geometric_center	longfellow st & elmwood ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7908152	-71.4221645	18.43492236944065
112	2023-08-12	898922	15:05:00	Bicycle	NA	1	FALSE	FALSE	1	WICKENDEN ST	S MAIN ST	2023-08-12	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81908	-71.40106	FALSE	FALSE	Wickenden Street and S Main Street, Providence, RI, USA	FALSE	-71.4008982	41.8189443	intersection	geometric_center	wickenden st & s main st, providence, ri 02903, usa	NA	NA	NA	NA	41.8189443	-71.4008982	20.20826315497878
113	2023-08-13	898988	23:02:00	Pedestrian	1	NA	TRUE	FALSE	1	HARTFORD AVE	US HWY 6 E	2023-08-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.81713	-71.44856	FALSE	FALSE	Hartford Ave and Us Hwy 6 E, Providence, RI, USA	FALSE	-71.5150798	41.8282813	intersection	geometric_center	us-6 & hartford ave, johnston, ri 02919, usa	NA	NA	NA	NA	41.8282813	-71.5150798	5656.157562832398
114	2023-08-14	899013	19:32:00	Pedestrian	1	NA	FALSE	FALSE	1	HOPE ST	GLENDALE AVE	2023-08-14	Two-Way , Not Divided	Dry	Dawn	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.84739	-71.39582	FALSE	FALSE	Hope Street and Glendale Ave, Providence, RI, USA	FALSE	-71.3958007	41.8474356	intersection	geometric_center	hope st & glendale ave, providence, ri 02906, usa	NA	NA	NA	NA	41.8474356	-71.3958007	5.322491125994351
115	2023-08-14	899010	17:06:00	Pedestrian	1	NA	TRUE	FALSE	1	TRENTON ST	IVES ST	2023-08-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.82096	-71.3919	FALSE	FALSE	Trenton Street and Ives Street, Providence, RI, USA	FALSE	-71.3918793	41.8209613	intersection	geometric_center	trenton st & ives st, providence, ri 02906, usa	NA	NA	NA	NA	41.8209613	-71.3918793	1.7233352947625438
116	2023-08-15	899062	20:51:00	Bicycle	NA	1	FALSE	FALSE	1	FORD ST	DEXTER ST	2023-08-15	Two-Way , Not Divided	Wet	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.80864	-71.42816	FALSE	FALSE	Ford Street and Dexter Street, Providence, RI, USA	FALSE	-71.42817149999999	41.8086573	intersection	geometric_center	ford st & dexter st, providence, ri 02907, usa	NA	NA	NA	NA	41.8086573	-71.42817149999999	2.1492621158591905
117	2023-08-16	899085	16:57:00	Bicycle	NA	1	FALSE	FALSE	1	CHARLES ST	CANAL ST	2023-08-16	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	4	41.83321	-71.41131	FALSE	FALSE	Charles Street and Canal Street, Providence, RI, USA	FALSE	-71.4110637	41.8300387	route	geometric_center	canal st, providence, ri, usa	NA	NA	NA	NA	41.8300387	-71.4110637	353.6181209750305
118	2023-08-17	899107	09:57:00	Bicycle	NA	1	FALSE	FALSE	1	OLNEY ST	BROWN ST	2023-08-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.8356	-71.40544	FALSE	FALSE	Olney Street and Brown Street, Providence, RI, USA	FALSE	-71.4054218	41.8356196	intersection	geometric_center	olney st & brown st, providence, ri 02906, usa	NA	NA	NA	NA	41.8356196	-71.4054218	2.6531357991176807
119	2023-08-19	899153	19:45:00	Pedestrian	1	NA	TRUE	FALSE	1	Dexter Street	Daboll Street	2023-08-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.80404	-71.43016	FALSE	FALSE	Dexter Street and Daboll Street, Providence, RI, USA	FALSE	-71.4301861	41.804054	intersection	geometric_center	daboll st & dexter st, providence, ri 02907, usa	NA	NA	NA	NA	41.804054	-71.4301861	2.668242645574273
120	2023-08-21	899211	14:06:00	Pedestrian	1	NA	FALSE	FALSE	1	325 VALLEY ST	ATWELLS AVE	2023-08-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.50747	-71.32858	TRUE	FALSE	325 Valley Street, Providence, RI, USA	FALSE	-71.4379021	41.8259072	premise	rooftop	325 valley st, providence, ri 02908, usa	NA	NA	NA	NA	41.8259072	-71.4379021	36595.43894714013
121	2023-08-22	899230	08:53:00	Bicycle	NA	1	FALSE	FALSE	1	ANGELL ST	WAYLAND AVE	2023-08-22	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83015	-71.3879	FALSE	FALSE	Angell Street and Wayland Ave, Providence, RI, USA	FALSE	-71.38795379999999	41.8300494	intersection	geometric_center	wayland ave & angell st, providence, ri 02906, usa	NA	NA	NA	NA	41.8300494	-71.38795379999999	12.055129348811407
122	2023-08-25	899377	12:43:00	Pedestrian	1	NA	FALSE	FALSE	1	DORRANCE ST	WESTMINSTER ST	2023-08-25	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82363	-71.4117	FALSE	FALSE	Dorrance Street and Westminster Street, Providence, RI, USA	FALSE	-71.4116693	41.8236083	intersection	geometric_center	westminster st & dorrance st, providence, ri 02903, usa	NA	NA	NA	NA	41.8236083	-71.4116693	3.5101456575603165
123	2023-08-27	899434	00:46:00	Bicycle	NA	1	FALSE	FALSE	1	ANDERSON ST	MANTON AVE	2023-08-27	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.8227	-71.45018	FALSE	FALSE	Anderson Street and Manton Ave, Providence, RI, USA	FALSE	-71.4570108	41.8257711	route	geometric_center	manton ave, providence, ri 02909, usa	Anderson Street & Manton Ave, Providence, RI, USA	EjFBbmRlcnNvbiBTdHJlZXQgJiBNYW50b24gQXZlLCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJ6zaBW5RF5IkRnv0h5oUOwYcSFAoSCes2gVuUReSJEZ79IeaFDsGHGhQKEgmXnGxelEXkiRHjEDRTAyUuNBoUChIJt3HdWepF5IkR5gDMqxUJ1tUiCg1Uou0YFUqSadU	41.8226772	-71.45015579999999	41.8226772	-71.45015579999999	3.23606709384299
124	2023-08-27	899461	14:32:00	Bicycle	NA	NA	FALSE	FALSE	3	LEXINGTON AVE	ELMWOOD AVE	2023-08-27	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	0	No Injury	NA	41.79758	-71.42435	FALSE	FALSE	Lexington Ave and Elmwood Ave, Providence, RI, USA	FALSE	-71.4257154	41.7971966	intersection	geometric_center	elmwood ave & lexington ave, providence, ri 02907, usa	NA	NA	NA	NA	41.7971966	-71.4257154	121.08497452689153
125	2023-08-27	899462	20:46:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	VALLEY ST	2023-08-27	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.82456	-71.43948	FALSE	FALSE	Atwells Ave and Valley Street, Providence, RI, USA	FALSE	-71.4394736	41.8245768	intersection	geometric_center	valley st & atwells ave, providence, ri 02908, usa	NA	NA	NA	NA	41.8245768	-71.4394736	1.9440648883575875
126	2023-08-28	899493	16:20:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST.	FENNER ST	2023-08-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	0	No Injury	NA	41.81834	-71.4159	FALSE	FALSE	Broad St. and Fenner Street, Providence, RI, USA	FALSE	-71.41589069999999	41.81835270000001	intersection	geometric_center	fenner st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.81835270000001	-71.41589069999999	1.6105893492180057
127	2023-08-29	899541	21:40:00	Pedestrian	1	NA	FALSE	FALSE	1	237 Union Ave	Priscilla Ave	2023-08-29	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.80759	-71.44466	TRUE	FALSE	237 Union Ave, Providence, RI, USA	FALSE	-71.4448465	41.8077702	street_address	rooftop	237 union ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8077702	-71.4448465	25.335176913240346
128	2023-08-30	899570	17:52:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD STREET	CALLA ST	2023-08-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.78992	-71.40493	FALSE	FALSE	Broad Street and Calla Street, Providence, RI, USA	FALSE	-71.4048545	41.7898178	intersection	geometric_center	calla st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.7898178	-71.4048545	12.9884932476413
129	2023-08-31	899625	23:02:00	Bicycle	NA	1	FALSE	FALSE	1	Union Ave	Cumerford Street	2023-08-31	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.808	-71.44303	FALSE	FALSE	Union Ave and Cumerford Street, Providence, RI, USA	FALSE	-71.443046	41.80803119999999	intersection	geometric_center	cumerford st & union ave, providence, ri 02909, usa	NA	NA	NA	NA	41.80803119999999	-71.443046	3.718258350062036
130	2023-08-31	899619	18:43:00	Bicycle	NA	1	FALSE	FALSE	1	SUPERIOR ST.	WARE CT	2023-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.80975	-71.43008	FALSE	FALSE	Superior St. and Ware Ct, Providence, RI, USA	FALSE	-71.4302879	41.8098018	intersection	geometric_center	superior st & ware ct, providence, ri 02907, usa	NA	NA	NA	NA	41.8098018	-71.4302879	18.18842414476282
131	2023-09-02	899690	16:05:00	Bicycle	NA	1	FALSE	FALSE	1	PINE ST	SOMERSET ST	2023-09-02	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	NA	41.81243	-71.41962	FALSE	FALSE	Pine Street and Somerset Street, Providence, RI, USA	FALSE	-71.4189293	41.8120584	route	geometric_center	somerset st, providence, ri, usa	Pine Street & Somerset Street, Providence, RI, USA	EjJQaW5lIFN0cmVldCAmIFNvbWVyc2V0IFN0cmVldCwgUHJvdmlkZW5jZSwgUkksIFVTQSJmImQKFAoSCZHxvGpwReSJESfQjf6jZnwYEhQKEgmR8bxqcEXkiREn0I3-o2Z8GBoUChIJOZMJU2xF5IkRoCks8G_vwjwaFAoSCevDHxlwReSJEcOvKHyw6CVNIgoNLRLsGBX1Om7V	41.8124333	-71.4196235	41.8124333	-71.4196235	0.468271571973267
