row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	is_address_blank	lon_api_first_try	lat_api_first_try	type	loctype	address_returned_by_geocoder	address_returned_by_autocomplete	place_ids_autocompleted	lat_api_second_try	lon_api_second_try	lat_api_best	lon_api_best	distance_btwn_coords_meters
222	2023-12-03	906571	08:33:00	Pedestrian	1	NA	FALSE	FALSE	1	OAKLAND AVE	PLEASANT VALLEY PKWY	2023-12-04	Two-Way , Not Divided	Wet	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	3	1	Complains Of Pain	NA	41.83567	-71.43045	FALSE	FALSE	Oakland Ave and Pleasant Valley Pkwy, Providence, RI, USA	FALSE	-71.4354292	41.8355436	route	geometric_center	pleasant valley pkwy, providence, ri 02908, usa	Oakland Ave & Pleasant Valley Pkwy, Providence, RI, USA	EjdPYWtsYW5kIEF2ZSAmIFBsZWFzYW50IFZhbGxleSBQa3d5LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJqa5C3KlF5IkR57Li0g8zHbsSFAoSCamuQtypReSJEeey4tIPMx27GhQKEgmLFOulAEXkiRE_tqWAdPK2jxoUChIJq9l-AqZF5IkRsGcSepzjOPsiCg1onu8YFYSUbNU	41.835684	-71.430438	41.835684	-71.430438	1.8491660205967795
223	2023-12-05	906609	11:56:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	SOMERSET ST	2023-12-05	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.81347	-71.42158	FALSE	FALSE	Broad Street and Somerset Street, Providence, RI, USA	FALSE	-71.421576	41.8134589	intersection	geometric_center	somerset st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.8134589	-71.421576	1.2794383274172652
224	2023-12-07	906679	16:20:00	Pedestrian	1	NA	FALSE	FALSE	1	COOKE ST	ANGELL ST	2023-12-07	Two-Way , Not Divided	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82875	-71.39548	FALSE	FALSE	Cooke Street and Angell Street, Providence, RI, USA	FALSE	-71.393109	41.8291785	route	geometric_center	angell st, providence, ri, usa	Cooke Street & Angell Street, Providence, RI, USA	EjFDb29rZSBTdHJlZXQgJiBBbmdlbGwgU3RyZWV0LCBQcm92aWRlbmNlLCBSSSwgVVNBImYiZAoUChIJLy7ZdSVF5IkRrs7Cu4HfSoUSFAoSCS8u2XUlReSJEa7OwruB30qFGhQKEgklq42xOkXkiRGF_qyu946DchoUChIJKbIMYS9F5IkRqGqQLcLDTiQiCg3Ij-4YFfTqcdU	41.828756	-71.3954572	41.828756	-71.3954572	2.00570954084935
225	2023-12-07	906692	22:31:00	Pedestrian	1	NA	FALSE	FALSE	1	Thayer Street	MEETING ST	2023-12-07	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Non-Incapacitating	NA	41.829	-71.40077	FALSE	FALSE	Thayer Street and Meeting Street, Providence, RI, USA	FALSE	-71.4007664	41.8291611	intersection	geometric_center	thayer st & meeting st, providence, ri 02906, usa	NA	NA	NA	NA	41.8291611	-71.4007664	17.936055923188817
226	2023-12-08	906720	19:35:00	Pedestrian	1	NA	FALSE	FALSE	1	NORTH MAIN ST	N MAIN ST	2023-12-08	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	4	1	Complains Of Pain	NA	41.83921	-71.40904	FALSE	FALSE	North Main Street and N Main Street, Providence, RI, USA	FALSE	-71.7012105	41.9621081	route	geometric_center	n main st, burrillville, ri 02859, usa	NA	NA	NA	NA	41.9621081	-71.7012105	27806.322376603865
227	2023-12-10	906768	20:38:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST	BROAD ST	2023-12-10	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	1	1	Complains Of Pain	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	FALSE	-71.41935959999999	41.804449	intersection	geometric_center	public st & broad st, providence, ri 02907, usa	NA	NA	NA	NA	41.804449	-71.41935959999999	3.325099214272177
228	2023-12-10	906934	01:42:00	Pedestrian	1	NA	FALSE	FALSE	1	valley St	BROADWAY	2023-12-15	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	4	1	Complains Of Pain	NA	41.81703	-71.44096	FALSE	FALSE	Valley Street and Broadway, Providence, RI, USA	FALSE	-71.441011	41.8168409	intersection	geometric_center	valley st & broadway, providence, ri 02909, usa	NA	NA	NA	NA	41.8168409	-71.441011	21.47153912034302
229	2023-12-12	906810	13:19:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	SERVICE ROAD 7	2023-12-12	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.81736	-71.41696	FALSE	FALSE	Broad Street and Service Road 7, Providence, RI, USA	FALSE	-71.4169619	41.8173697	intersection	geometric_center	service rd 1 & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8173697	-71.4169619	1.091243989364587
230	2023-12-12	906838	18:37:00	Pedestrian	1	NA	TRUE	FALSE	1	NORTH MAIN ST	N MAIN ST	2023-12-12	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Non-Incapacitating	NA	41.84578	-71.40564	FALSE	FALSE	North Main Street and N Main Street, Providence, RI, USA	FALSE	-71.7012105	41.9621081	route	geometric_center	n main st, burrillville, ri 02859, usa	NA	NA	NA	NA	41.9621081	-71.7012105	27701.47435691551
231	2023-12-13	906851	08:01:00	Pedestrian	1	NA	FALSE	FALSE	1	W FOUNTAIN ST	DEAN ST	2023-12-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	0	No Injury	NA	41.81929	-71.4212	FALSE	FALSE	W Fountain Street and Dean Street, Providence, RI, USA	FALSE	-71.4209198	41.8193956	intersection	geometric_center	dean st & w fountain st, providence, ri 02903, usa	NA	NA	NA	NA	41.8193956	-71.4209198	26.048966716048405
232	2023-12-14	906883	05:55:00	Bicycle	NA	1	FALSE	FALSE	1	CRANSTON ST	BRIDGHAM ST	2023-12-14	Two-Way , Not Divided	Dry	Dawn	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81396	-71.42694	FALSE	FALSE	Cranston Street and Bridgham Street, Providence, RI, USA	FALSE	-71.426947	41.8139796	intersection	geometric_center	cranston st & bridgham st, providence, ri 02907, usa	NA	NA	NA	NA	41.8139796	-71.426947	2.2578356769984347
233	2023-12-15	906967	21:55:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	KNIGHT ST	2023-12-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.82399	-71.43232	FALSE	FALSE	Atwells Ave and Knight Street, Providence, RI, USA	FALSE	-71.4324553	41.824011	intersection	geometric_center	knight st & atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.824011	-71.4324553	11.464666967429556
234	2023-12-15	906966	22:02:00	Pedestrian	1	NA	FALSE	FALSE	1	SWAN ST	EDDY ST	2023-12-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80464	-71.40705	FALSE	FALSE	Swan Street and Eddy Street, Providence, RI, USA	FALSE	-71.40704319999999	41.804673	intersection	geometric_center	eddy st & swan st, providence, ri 02905, usa	NA	NA	NA	NA	41.804673	-71.40704319999999	3.7166266031135837
235	2023-12-16	907004	22:57:00	Pedestrian	1	NA	FALSE	FALSE	1	ALLENS AVE	TORONTO AVE	2023-12-17	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	5	1	Incapacitating	2	41.79262	-71.39719	FALSE	FALSE	Allens Ave and Toronto Ave, Providence, RI, USA	FALSE	-71.3972047	41.7927052	intersection	geometric_center	toronto ave & allens ave, providence, ri 02905, usa	NA	NA	NA	NA	41.7927052	-71.3972047	9.562568555056242
236	2023-12-17	907020	18:31:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST.	BROAD ST	2023-12-17	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81443	-71.42115	FALSE	FALSE	Broad St. and Broad Street, Providence, RI, USA	FALSE	-71.4101636	41.7945838	route	geometric_center	broad st, providence, ri, usa	NA	NA	NA	NA	41.7945838	-71.4101636	2389.975062285067
237	2023-12-19	907071	15:22:00	Pedestrian	1	NA	TRUE	FALSE	1	ORMS STREET	BATH STREET	2023-12-19	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Orms Street and Bath Street, Providence, RI, USA	FALSE	-71.42545270000001	41.8332163	intersection	geometric_center	bath st & orms st, providence, ri 02908, usa	NA	NA	NA	NA	41.8332163	-71.42545270000001	NA
238	2023-12-20	907108	18:03:00	Bicycle	NA	1	FALSE	FALSE	1	Broad St.	FRICKER ST	2023-12-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81485	-71.4209	FALSE	FALSE	Broad St. and Fricker Street, Providence, RI, USA	FALSE	-71.42061559999999	41.8153842	intersection	geometric_center	fricker st & broad st, providence, ri 02903, usa	NA	NA	NA	NA	41.8153842	-71.42061559999999	63.977055869942
239	2023-12-21	907142	20:24:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST	HARTFORD AVE	2023-12-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81655	-71.4441	FALSE	FALSE	Plainfield Street and Hartford Ave, Providence, RI, USA	FALSE	-71.44392619999999	41.8166626	intersection	geometric_center	plainfield st & hartford ave, providence, ri 02909, usa	NA	NA	NA	NA	41.8166626	-71.44392619999999	19.10575198437497
240	2023-12-23	907172	02:41:00	Pedestrian	1	NA	FALSE	FALSE	1	EXIT 22 (RT 6)	ATWELLS AVE	2023-12-23	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Non-Incapacitating	NA	41.82308	-71.41968	FALSE	FALSE	Exit 22 (Rt 6) and Atwells Ave, Providence, RI, USA	FALSE	-71.4187214	41.8226932	street_address	range_interpolated	6 atwells ave, providence, ri 02903, usa	NA	NA	NA	NA	41.8226932	-71.4187214	90.4310112098544
241	2023-12-31	907555	23:20:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad St	Aldrich St	2024-01-08	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	2	NA	NA	FALSE	FALSE	Broad Street and Aldrich Street, Providence, RI, USA	FALSE	-71.4089741	41.793628	intersection	geometric_center	aldrich st & broad st, providence, ri 02905, usa	NA	NA	NA	NA	41.793628	-71.4089741	NA
242	2023-12-31	907371	19:20:00	Pedestrian	1	NA	FALSE	FALSE	1	N. MAIN ST.	ROCHAMBEAU AVE	2023-12-31	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	4	1	Fatal	NA	41.84676	-71.40505	FALSE	FALSE	N. Main St. and Rochambeau Ave, Providence, RI, USA	FALSE	-71.405194	41.8468149	intersection	geometric_center	rochambeau ave & n main st, providence, ri 02904, usa	NA	NA	NA	NA	41.8468149	-71.405194	13.414294702836264
